# CAPPROJ key=goldquick__20260313 role=hit label=Gold Quick type=Quick variantMode=all_cards projval=40-89 vlvl0=1843 vlvl5=1111 recordsTotal=2954 rows=2954
CID	Name	Position	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	BBpct	SOpct	HRpct	BABIP	XBHpct	ProjectedNewCard
83570	Snapshot 3B Luis Rengifo LAA 2024	3B	66	5	S			0.285	0.299	0.274	5.0	16.2	1.8	0.287	17.5	false
84469	Negro League Star LF Dave Pope TML 1959	LF	72	5	L			0.285	0.294	0.28	5.6	20.6	2.8	0.270	23.6	false
86282	All-Star Week - Historical All-Star C Tony Pena Sr. PIT 1984	C	62	5	R			0.285	0.312	0.267	4.4	21.8	2.4	0.290	22.1	true
84476	Negro League Star LF Andrew Payne BRG 1905	LF	70	5	R			0.285	0.286	0.283	4.9	18.7	2.3	0.280	20.3	false
83944	Historical All-Star 2B Charlie Neal LAD 1959	2B	67	5	R			0.285	0.285	0.285	5.1	20.2	2.4	0.278	24.8	false
83664	Snapshot 3B Tim Naehring BOS 1997	3B	71	5	R			0.285	0.279	0.289	7.9	18.6	2.6	0.251	25.1	false
82706	Hardware Heroes 2B Marty McManus SLA 1925	2B	70	5	R			0.285	0.299	0.275	7.5	23.6	2.9	0.257	29.6	false
85063	HOF 1 - Veteran Presence 1B Mickey Mantle NYY 1967	1B	68	5	S			0.285	0.298	0.276	9.3	29.9	3.6	0.263	15.7	false
84371	Rookie Sensation 2B Keith Lockhart KC 1995	2B	67	5	L			0.285	0.287	0.284	4.0	12.6	1.8	0.275	22	false
83701	Snapshot SS Johnny Lipon DET 1948	SS	72	5	R			0.285	0.289	0.282	7.2	12.8	1.7	0.263	20.3	false
83504	Snapshot C Mike Lieberthal PHI 2005	C	62	5	R			0.285	0.297	0.276	5.8	14.1	2.1	0.261	23.4	false
83822	Snapshot 1B Joe Harris WS1 1925	1B	79	5	R			0.285	0.266	0.298	8.7	30.3	3.1	0.269	28.2	false
84460	Negro League Star LF Blainey Hall NYLG 1917	LF	66	5	R			0.285	0.288	0.283	6.2	17.8	1.7	0.281	23.5	false
84105	Snapshot 3B Sammy Hale PHA 1925	3B	78	5	R			0.285	0.31	0.268	2.4	20.3	1.9	0.303	26.9	false
83983	Veteran Presence 2B Frankie Frisch STL 1934	2B	72	5	S			0.285	0.257	0.305	4.7	8.7	0.8	0.279	24.2	false
84451	Negro League Star 1B Eddie Douglass BRG 1924	1B	65	5	L			0.285	0.281	0.288	5.1	19.1	2.7	0.269	22.3	false
84666	Opening Day Heroes - Unsung Heroes 1B Matt Davidson CWS 2018	1B	56	5	R			0.285	0.315	0.265	7.8	28.1	3.1	0.272	24.9	false
83937	Historical All-Star CF Johnny Damon BOS 2005	CF	66	5	L			0.285	0.296	0.278	5.8	16.5	1.5	0.285	21.5	false
82911	Super Utility 2B Casey Candaele HOU 1990	2B	71	5	S			0.285	0.316	0.263	6.6	20.0	1.4	0.295	21.8	false
84380	Rookie Sensation 1B George Burns DET 1914	1B	63	5	R			0.285	0.26	0.301	4.6	22.1	2.0	0.297	23.8	false
83605	Veteran Presence CF Bill Bruton DET 1962	CF	66	5	L			0.285	0.283	0.286	6.0	18.6	2.4	0.267	24.3	false
85495	60s Theme Week - Veteran Presence LF Yogi Berra NYY 1961	LF	68	5	L			0.285	0.278	0.29	5.8	11.3	3.2	0.246	8.4	false
82266	MLB 2026 Live LF Tyler Soderstrom ATH	LF	75	0	L			0.284	0.283	0.285	6.5	23.4	2.9	0.266	26.2	false
84160	All-Time Legend CF Fred Schulte SLA Peak	CF	86	0	R			0.284	0.294	0.278	6.6	18.4	2.2	0.268	23.2	false
83800	Snapshot C Wally Schang PHA 1914	C	76	0	S			0.284	0.289	0.28	6.2	21.0	2.4	0.276	21.2	false
82641	MLB 2026 Live C Adley Rutschman BAL	C	77	0	S			0.284	0.285	0.283	6.8	20.6	2.6	0.261	26.3	false
84511	Negro League Star CF Bullet Rogan NEL 1930	CF	81	0	R			0.284	0.285	0.283	6.8	20.4	2.1	0.276	22.4	false
83773	Snapshot RF Ron Northey STL 1948	RF	83	0	L			0.284	0.277	0.289	6.7	23.5	3.1	0.269	17.8	false
81962	MLB 2026 Live 1B Nathaniel Lowe CIN	1B	78	0	L			0.284	0.282	0.286	6.8	25.0	2.4	0.287	22.5	false
82343	MLB 2026 Live C Ryan Jeffers MIN	C	80	0	R			0.284	0.287	0.282	6.9	22.3	2.4	0.274	23.6	false
81991	MLB 2026 Live LF Ian Happ CHC	LF	79	0	S			0.284	0.283	0.285	7.9	30.0	3.0	0.278	27	false
85712	Clubhouse - SwitchKnucklers - Historical All-Star SS Cristian Guzman MIN 2001	SS	71	0	S			0.284	0.277	0.289	1.9	20.5	1.5	0.314	27.1	false
84605	St. Patrick&#39;s Day Snapshot RF Curry Foley BSN 1880	RF	72	0	L			0.284	0.269	0.295	3.9	16.1	1.6	0.294	19.5	false
85472	PTMS 1 2B Damion Easley DET 1998	2B	73	0	R			0.284	0.277	0.29	3.6	24.2	3.3	0.279	23.6	false
84467	PTCS 2 - Negro League Star SP John Donaldson KCM 1920	P	89	0	L			0.284	0.264	0.298	3.5	24.0	3.1	0.282	24.4	false
85210	Clubhouse - Y&amp;O 1 - Veteran Presence 3B Vinny Castilla COL 2004	3B	63	0	R			0.284	0.284	0.284	4.5	25.8	4.0	0.259	25.4	false
82567	MLB 2026 Live LF Cody Bellinger NYY	LF	86	0	L			0.284	0.282	0.286	7.1	20.2	2.5	0.263	23.8	false
82239	MLB 2026 Live LF Randy Arozarena SEA	LF	79	0	R			0.284	0.286	0.283	6.4	26.5	2.4	0.295	23.9	false
83514	Snapshot LF Gus Zernial CWS 1950	LF	59	5	R			0.284	0.28	0.286	4.2	25.4	3.7	0.273	18.6	false
85393	Mr. May - Veteran Presence DH Dave Winfield MIN 1993	DH	55	5	R			0.284	0.279	0.288	4.4	25.8	3.4	0.278	22.6	false
83758	Snapshot C Muddy Ruel WS1 1926	C	78	5	R			0.284	0.284	0.284	7.9	12.6	0.4	0.281	24.1	false
83599	Veteran Presence CF Dode Paskert PHI 1917	CF	64	5	R			0.284	0.278	0.287	6.7	20.7	2.6	0.259	28.3	false
84522	Negro League Star SS Leroy Morney MoMo 1932	SS	83	5	S			0.284	0.286	0.283	6.1	17.9	1.0	0.301	20.7	false
83760	Snapshot 2B Bobby Lowe BSN 1895	2B	78	5	R			0.284	0.299	0.275	5.8	16.0	2.2	0.270	18.6	false
83718	Snapshot CF Whitey Lockman NY1 1948	CF	77	5	L			0.284	0.268	0.295	6.1	20.7	2.8	0.265	23	false
83731	Snapshot CF Freddy Leach PHI 1926	CF	78	5	L			0.284	0.254	0.305	2.4	19.3	2.9	0.278	22.2	false
84623	World Baseball Classic LF Hyun-soo Kim KOR 2009	LF	68	5	L			0.284	0.27	0.294	8.1	19.2	0.4	0.300	26.7	false
84517	Negro League Star 3B Judy Johnson HiCl 1923	3B	79	5	R			0.284	0.292	0.279	5.2	18.3	2.2	0.272	25.8	false
84477	Negro League Star 1B George Giles BrEa 1935	1B	71	5	L			0.284	0.28	0.287	6.4	18.7	1.2	0.288	26.8	false
83695	Snapshot 2B Jack Crooks WAS 1895	2B	73	5	R			0.284	0.285	0.283	9.0	22.4	2.7	0.250	26.1	false
83928	Historical All-Star SS Dave Concepcion CIN 1978	SS	60	5	R			0.284	0.309	0.266	5.9	20.4	1.5	0.297	22.6	false
84514	Negro League Star 2B Walter Cannady NYBY 1937	2B	83	5	R			0.284	0.29	0.279	5.6	17.8	1.9	0.276	25	false
84549	Negro League Star 2B Armando Cabanas ALM 1909	2B	84	5	R			0.284	0.285	0.284	7.9	19.2	2.7	0.252	22.4	false
86271	T4 Ep. 4 - Historical All-Star CF Devon White TOR 1993	CF	74	0	S			0.283	0.273	0.289	6.0	26.2	1.9	0.300	27.2	true
82708	Hardware Heroes 1B Joe Start NY2 1874	1B	78	0	L			0.283	0.272	0.29	5.4	21.8	2.0	0.290	23.4	false
83957	Historical All-Star 1B Bill Skowron NYY 1959	1B	73	0	R			0.283	0.287	0.279	5.1	23.0	2.9	0.274	23.6	false
85528	Memorial Day OnStream Builds - Snapshot 2B Dustin Pedroia BOS 2012	2B	66	0	R			0.283	0.297	0.274	5.2	13.0	1.4	0.270	27.2	false
85881	Clubhouse - Snapshot 1B Billy O&#39;Brien WS8 1887	1B	68	0	R			0.283	0.294	0.276	2.9	15.5	4.4	0.225	24.1	false
84541	Negro League Star C Mitchell Murray SLS 1925	C	88	0	R			0.283	0.285	0.282	6.2	22.5	2.8	0.271	20.9	false
85280	May Names 2 - Historical All-Star 1B Lee May CIN 1971	1B	71	0	R			0.283	0.275	0.288	4.6	34.2	4.4	0.285	20.2	false
85386	Played Where? - Veteran Presence LF Rickey Henderson NYM 1999	LF	68	0	R			0.283	0.303	0.268	9.6	30.0	1.7	0.308	20.6	false
84148	All-Time Legend C Harry Danning NY1 Peak	C	75	0	R			0.283	0.288	0.28	4.8	17.2	2.4	0.271	21.5	false
83947	Historical All-Star 3B Jeff Cirillo COL 2000	3B	77	0	R			0.283	0.294	0.276	5.4	16.0	0.8	0.293	26.5	false
85917	Blue Jays 50th Anniversary RF Joe Carter TOR 1991	RF	64	0	R			0.283	0.308	0.266	3.9	25.9	3.5	0.270	28	false
84776	FLF 16 - Future Legend CF Roldy Brito COL 2026	CF	69	0	S			0.283	0.282	0.283	6.3	21.7	1.1	0.302	26.4	true
84170	Unsung Heroes 3B Ossie Bluege WS1 1928	3B	89	0	R			0.283	0.305	0.268	7.9	14.4	0.5	0.283	23.9	false
83989	Historical All-Star CF Richie Ashburn NYM 1962	CF	87	0	L			0.283	0.287	0.28	9.1	16.9	0.9	0.296	8.6	false
83711	Snapshot C Ivey Wingo CIN 1917	C	66	5	L			0.283	0.287	0.281	3.9	13.0	2.1	0.270	20.9	false
83730	Snapshot 1B Earl Torgeson DET 1956	1B	72	5	L			0.283	0.265	0.295	9.7	21.7	2.6	0.253	19.4	false
83573	Snapshot 3B Mark Teahen KC 2006	3B	65	5	L			0.283	0.269	0.293	5.9	22.4	2.7	0.270	24.6	false
83557	Snapshot 3B Red Smith BSN 1916	3B	63	5	R			0.283	0.283	0.283	6.4	19.7	2.5	0.269	20.6	false
83988	T4 Ep. 2 - Hall of Fame SS Ozzie Smith STL 1989	SS	79	5	S			0.283	0.293	0.275	6.4	10.3	0.7	0.274	24.7	false
83566	Snapshot 3B Levi Meyerle PHN 1876	3B	67	5	R			0.283	0.285	0.282	4.7	15.1	0.6	0.297	26.5	false
84357	Rookie Sensation RF Jake McCarthy ARI 2022	RF	67	5	L			0.283	0.271	0.291	5.9	21.0	1.9	0.288	21.4	false
83590	Snapshot 3B Bill Madlock SF 1977	3B	64	5	R			0.283	0.279	0.285	4.3	12.9	2.0	0.268	21	false
85349	T4 Ep. 1 - Snapshot C Jonathan Lucroy COL 2017	C	48	5	R			0.283	0.26	0.298	8.4	12.8	0.9	0.268	21.6	false
83597	Snapshot SS Red Kress SLA 1929	SS	67	5	R			0.283	0.297	0.273	5.9	21.1	2.5	0.272	24.3	false
83595	Snapshot C Clyde Kluttz NY1 1945	C	61	5	R			0.283	0.283	0.283	4.3	15.3	2.4	0.264	24.7	false
84138	All-Time Legend 3B Billy Johnson NYY Peak	3B	72	5	R			0.283	0.291	0.278	6.2	17.6	2.4	0.263	22.7	false
84794	Baseball Reference 1 CF Emmet Heidrick STL 1901	CF	79	5	L			0.283	0.231	0.318	2.4	16.8	1.9	0.289	24.1	false
83680	Snapshot 1B Jack Doyle BLN 1896	1B	68	5	R			0.283	0.281	0.283	5.9	15.1	1.0	0.285	24.7	false
83732	Snapshot SS Joe Cronin WS1 1929	SS	77	5	R			0.283	0.292	0.277	8.2	19.3	2.1	0.261	24.5	false
84670	Opening Day Heroes - Unsung Heroes 3B Bobby Byrne PIT 1911	3B	69	5	R			0.283	0.281	0.285	6.6	13.9	0.7	0.284	24.8	false
84132	All-Time Legend SS Don Buddin BOS Peak	SS	68	5	R			0.283	0.287	0.28	9.0	20.8	2.0	0.260	27.7	false
83667	Snapshot CF Steve Brye MIN 1973	CF	72	5	R			0.283	0.316	0.261	7.5	20.0	2.3	0.264	22.5	false
85532	Memorial Day OnStream Builds - Rookie Sensation LF Greg Briley SEA 1989	LF	64	5	L			0.283	0.278	0.287	6.3	29.0	2.4	0.301	26.1	false
81781	MLB 2026 Live RF Kyle Tucker LAD	RF	79	0	L			0.282	0.279	0.284	7.8	23.1	2.4	0.268	24.5	false
85479	May Flower - Super Utility C Mickey Tettleton DET 1994	C	69	0	S			0.282	0.266	0.293	10.6	34.7	3.1	0.281	19.4	false
82634	MLB 2026 Live 1B Ryan Mountcastle BAL	1B	69	0	R			0.282	0.286	0.279	4.4	24.1	2.6	0.287	24.3	false
84145	All-Time Legend 3B Pepper Martin STL Peak	3B	77	0	R			0.282	0.289	0.277	5.6	20.7	2.3	0.274	25.6	false
81905	MLB 2026 Live 2B Brandon Lowe PIT	2B	77	0	L			0.282	0.278	0.284	6.1	27.7	3.3	0.271	25.9	false
82085	MLB 2026 Live SS Francisco Lindor NYM	SS	86	0	S			0.282	0.284	0.281	6.2	21.5	2.7	0.268	21.7	false
83708	Snapshot LF Ralph Kiner CHC 1954	LF	74	0	R			0.282	0.288	0.279	6.5	25.3	2.7	0.273	27.5	false
82201	MLB 2026 Live 3B Josh Jung TEX	3B	69	0	R			0.282	0.286	0.28	5.0	23.1	2.2	0.295	21.6	false
81774	MLB 2026 Live 1B Keston Hiura LAD	1B	75	0	R			0.282	0.286	0.279	5.2	28.2	3.0	0.294	21	false
82899	Veteran Presence 3B Fred Hartman CWS 1901	3B	70	0	R			0.282	0.317	0.258	4.7	17.9	2.1	0.274	24.9	false
83971	Live Collection Reward - Snapshot 2B Lonny Frey CIN 1940	2B	88	0	L			0.282	0.288	0.277	7.7	19.9	1.8	0.278	19	false
84992	MLB 2026 Live RF Chase DeLauter CLE	RF	78	0	L			0.282	0.279	0.285	6.6	21.2	2.4	0.271	23.4	false
83743	Snapshot C William Contreras MIL 2024	C	79	0	R			0.282	0.297	0.272	6.8	22.2	2.3	0.277	21.8	false
81932	MLB 2026 Live 1B Jake Bauers MIL	1B	77	0	L			0.282	0.279	0.284	7.4	29.6	3.3	0.275	21.4	false
82023	MLB 2026 Live SS CJ Abrams WSH	SS	73	0	L			0.282	0.276	0.286	5.1	24.8	2.7	0.281	24.8	false
82915	Unsung Heroes SS George Strickland CLE 1953	SS	80	5	R			0.282	0.299	0.271	7.0	23.0	1.2	0.308	20.7	false
83776	Snapshot CF Jack Smith STL 1917	CF	77	5	L			0.282	0.249	0.306	5.3	23.3	2.4	0.288	20.6	false
84805	Baseball Reference 1 LF Eddie Rosario MIN 2019	LF	51	5	L			0.282	0.287	0.278	2.2	15.2	2.9	0.263	21	false
83513	Snapshot C Dave Rader SF 1973	C	72	5	L			0.282	0.298	0.27	6.8	9.8	2.1	0.242	21.4	false
83616	Snapshot CF Jim Northrup DET 1967	CF	68	5	L			0.282	0.273	0.287	6.0	20.7	2.2	0.280	20.3	false
83653	Snapshot CF Clyde Milan WS1 1915	CF	66	5	L			0.282	0.291	0.276	6.1	14.2	1.8	0.276	13.2	false
83549	Snapshot 3B Randy Jackson CHC 1953	3B	62	5	R			0.282	0.279	0.284	4.9	20.6	2.8	0.267	24.2	false
83495	Snapshot 1B Del Gainer BOS 1915	1B	63	5	R			0.282	0.301	0.268	6.1	23.9	2.2	0.288	21.2	false
83715	Snapshot C Mike Fitzgerald MON 1990	C	72	5	R			0.282	0.283	0.282	9.3	24.7	2.5	0.266	21.4	false
82884	Unsung Heroes 1B Dick Burrus BSN 1925	1B	62	5	L			0.282	0.272	0.29	5.8	17.2	1.6	0.281	21.6	false
84368	Rookie Sensation C Frank Bruggy PHI 1921	C	68	5	R			0.282	0.272	0.289	6.5	23.9	2.6	0.282	17.5	false
83810	Veteran Presence 2B Max Bishop PHA 1933	2B	83	5	L			0.282	0.257	0.3	10.8	27.7	1.1	0.298	23.3	false
83501	Snapshot LF Andrew Benintendi BOS 2019	LF	59	5	L			0.282	0.285	0.28	6.9	21.3	1.5	0.284	27.5	false
82726	Hardware Heroes 3B Heinie Zimmerman NY1 1917	3B	82	0	R			0.281	0.312	0.26	1.9	18.9	2.8	0.281	20.1	false
84667	Opening Day Heroes - Unsung Heroes DH Dmitri Young DET 2005	DH	64	0	S			0.281	0.266	0.291	3.3	23.9	3.2	0.279	22.3	false
84941	MLB 2026 Live LF Christian Yelich MIL	LF	76	0	L			0.281	0.277	0.284	7.0	26.6	2.6	0.282	21.7	false
85163	Young &amp; Old 1 - Veteran Presence 2B Chase Utley PHI 2013	2B	73	0	L			0.281	0.269	0.29	5.6	20.0	2.4	0.271	22.2	false
83671	Snapshot 3B Bill Serena CHC 1952	3B	70	0	R			0.281	0.297	0.271	5.6	28.0	3.0	0.282	26.5	false
84978	MLB 2026 Live 1B TJ Rumfield COL	1B	69	0	L			0.281	0.278	0.284	6.1	22.5	2.2	0.282	23.5	false
81716	MLB 2026 Live LF Heliot Ramos SF	LF	73	0	R			0.281	0.285	0.278	5.1	24.6	2.5	0.288	22.1	false
86267	All-Star Week - Historical All-Star LF Tim Raines MON 1982	LF	62	0	S			0.281	0.282	0.281	7.6	20.9	0.9	0.300	20.9	true
84188	All-Time Legend SS Jhonny Peralta CLE Peak	SS	82	0	R			0.281	0.293	0.273	6.6	31.1	2.9	0.293	24.6	false
84962	MLB 2026 Live 3B Kazuma Okamoto TOR	3B	76	0	R			0.281	0.285	0.277	6.5	28.3	3.2	0.276	21.1	false
85833	T4 Ep. 3 - Historical All-Star C Tim McCarver STL 1966	C	68	0	L			0.281	0.242	0.308	3.8	12.3	2.1	0.264	21.1	false
84165	All-Time Legend LF Hector Lopez NYY Peak	LF	85	0	R			0.281	0.277	0.284	6.2	20.7	2.3	0.274	21.4	false
83727	Snapshot 2B Davey Johnson BAL 1971	2B	81	0	R			0.281	0.262	0.294	5.7	19.0	2.2	0.275	20.3	false
82921	Veteran Presence RF Ken Griffey Jr. CIN 2007	RF	78	0	L			0.281	0.25	0.303	7.8	23.6	3.3	0.256	13.8	false
82263	MLB 2026 Live 3B Zack Gelof ATH	3B	75	0	R			0.281	0.282	0.28	5.8	28.6	2.8	0.291	22.4	false
84653	Limited Edition/69 2B Julio Franco TEX 1990	2B	69	0	R			0.281	0.284	0.279	7.5	21.3	1.3	0.298	17.7	false
81904	MLB 2026 Live CF Oneil Cruz PIT	CF	88	0	L			0.281	0.273	0.287	6.6	32.2	3.0	0.299	21.1	false
83946	Historical All-Star RF Charlie Blackmon COL 2019	RF	72	0	L			0.281	0.276	0.285	4.7	19.6	2.5	0.270	24.4	false
83535	Snapshot SS Glenn Wright PIT 1928	SS	60	5	R			0.281	0.293	0.273	3.4	23.9	2.8	0.288	21.9	false
84356	Rookie Sensation CF Glenn Wilson DET 1982	CF	69	5	R			0.281	0.28	0.282	3.6	21.2	2.8	0.280	21.4	false
84461	Negro League Star 2B Sol White CXG 1896	2B	71	5	R			0.281	0.285	0.278	3.7	18.5	2.4	0.270	28.3	false
83698	Snapshot 2B Rickie Weeks Jr. MIL 2014	2B	68	5	R			0.281	0.312	0.259	6.1	28.4	2.3	0.297	26.2	false
83538	Veteran Presence 1B Joey Votto CIN 2019	1B	61	5	L			0.281	0.257	0.297	8.1	22.4	1.5	0.287	21.6	false
84432	Negro League Star 1B Joe Scott MRS 1927	1B	60	5	L			0.281	0.278	0.283	5.0	19.8	3.3	0.252	22.2	false
84124	All-Time Legend 3B Chris Sabo CIN Peak	3B	61	5	R			0.281	0.303	0.267	5.3	17.9	2.8	0.252	26.4	false
83969	Historical All-Star C Ellie Rodriguez ML4 1972	C	74	5	R			0.281	0.279	0.282	8.5	18.2	1.0	0.285	19.3	false
83788	Snapshot 2B Willie Randolph NYY 1978	2B	81	5	R			0.281	0.303	0.266	8.4	15.3	0.9	0.278	18.6	false
85736	T4 Ep. 2 - Unsung Heroes 1B Johnny Neun DET 1927	1B	63	5	S			0.281	0.26	0.295	9.6	21.8	0.2	0.312	17.6	false
83931	Historical All-Star 3B Frank Malzone BOS 1958	3B	58	5	R			0.281	0.282	0.281	4.1	15.7	2.1	0.275	21	false
83463	Snapshot LF Jim Lemon MIN 1961	LF	57	5	R			0.281	0.276	0.284	6.4	25.0	2.5	0.276	27.4	false
83651	Snapshot 2B Cookie Lavagetto BRO 1937	2B	68	5	R			0.281	0.293	0.272	7.4	17.6	2.2	0.257	23.2	false
83923	Historical All-Star 2B Orlando Hudson LAD 2009	2B	78	5	S			0.281	0.291	0.275	6.3	20.1	1.0	0.298	24.8	false
84382	Rookie Sensation 2B Jim Gilliam BRO 1953	2B	85	5	S			0.281	0.271	0.288	8.0	15.1	0.7	0.276	26.7	false
83647	Snapshot 1B Dick Gernert BOS 1953	1B	65	5	R			0.281	0.294	0.271	8.6	22.5	3.1	0.247	18	false
86283	FLF 17 - Futures Game MVP C Nathan Flewelling TB 2026	C	75	5	L			0.281	0.23	0.316	8.9	32.5	3.5	0.270	19.3	true
85159	Dock&#39;s Patients LF Al Ferrara SD 1970	LF	75	5	R			0.281	0.254	0.3	8.2	21.1	2.0	0.279	15.2	false
83560	Snapshot 2B Delino DeShields STL 1997	2B	62	5	L			0.281	0.299	0.269	5.7	16.1	1.7	0.272	22.9	false
83775	Snapshot 1B Dolph Camilli BRO 1938	1B	76	5	L			0.281	0.242	0.307	9.5	28.2	3.6	0.236	27.9	false
84326	Rookie Sensation 3B Buddy Blair PHA 1942	3B	60	5	L			0.281	0.282	0.28	4.3	16.8	2.0	0.273	25.5	false
83654	Snapshot LF Bob Bescher STL 1915	LF	69	5	S			0.281	0.268	0.29	6.5	18.3	2.7	0.255	20.6	false
84530	Negro League Star RF Zollie Wright CEG 1935	RF	84	0	R			0.280	0.279	0.28	7.4	22.5	2.4	0.275	17.4	false
84525	Negro League Star C Doc Wiley NYLG 1916	C	82	0	R			0.280	0.284	0.277	4.2	19.6	2.5	0.277	20.7	false
82405	MLB 2026 Live 1B Spencer Torkelson DET	1B	72	0	R			0.280	0.284	0.277	7.2	29.7	3.1	0.272	26.8	false
84508	Negro League Star RF Bob Thurman PHG 1947	RF	80	0	L			0.280	0.251	0.301	4.3	20.7	2.5	0.279	22.3	false
81712	MLB 2026 Live LF Casey Schmitt SF	LF	72	0	R			0.280	0.282	0.278	3.1	22.8	2.9	0.283	21.6	false
85466	Limited Edition/51 LF Gerardo Parra ARI 2011	LF	77	0	L			0.280	0.28	0.28	6.1	23.3	1.9	0.297	17.6	false
82175	MLB 2026 Live 3B Isaac Paredes HOU	3B	78	0	R			0.280	0.282	0.278	7.1	21.6	2.7	0.259	21.6	false
81906	MLB 2026 Live 1B Ryan O&#39;Hearn PIT	1B	72	0	L			0.280	0.271	0.287	6.1	22.1	2.1	0.284	21.1	false
81876	MLB 2026 Live LF Lars Nootbaar STL	LF	77	0	L			0.280	0.277	0.282	7.6	23.9	2.2	0.274	22.7	false
82717	Hardware Heroes CF Johnny Mostil CWS 1926	CF	81	0	R			0.280	0.293	0.271	7.5	21.9	1.6	0.283	23.9	false
81809	MLB 2026 Live CF Jake McCarthy COL	CF	78	0	L			0.280	0.275	0.283	4.4	21.3	1.6	0.296	26.3	false
83702	Snapshot 3B Hank Majeski PHA 1948	3B	71	0	R			0.280	0.287	0.276	4.5	18.4	2.0	0.278	25.1	false
83635	Snapshot C Danny Jansen TOR 2022	C	88	0	R			0.280	0.274	0.284	6.7	22.9	4.0	0.238	17.8	false
84158	Unsung Heroes RF Avisail Garcia CWS 2017	RF	78	0	R			0.280	0.28	0.281	3.7	22.6	2.0	0.301	22.4	false
83791	Snapshot C Buck Ewing NY1 1889	C	82	0	R			0.280	0.284	0.277	5.4	19.8	1.6	0.287	24.9	false
82238	MLB 2026 Live 3B Brendan Donovan SEA	3B	81	0	L			0.280	0.278	0.281	6.2	19.9	1.8	0.279	22.5	false
84119	Clubhouse - Y&amp;O 1 - Rookie Sensation SS Aledmys Diaz STL 2016	SS	64	0	R			0.280	0.261	0.293	5.3	18.2	2.2	0.270	23.2	false
82177	MLB 2026 Live SS Carlos Correa HOU	SS	77	0	R			0.280	0.28	0.279	6.3	22.9	2.2	0.284	20.5	false
86131	Clubhouse - Baseball Reference 5 C Jason Castro HOU 2013	C	68	0	L			0.280	0.268	0.289	6.8	33.7	2.8	0.307	22.3	true
85168	Dock&#39;s Patients C Chris Cannizzaro SD 1970	C	65	0	R			0.280	0.316	0.256	8.3	20.1	1.3	0.285	18.9	false
82140	MLB 2026 Live 2B Ozzie Albies ATL	2B	67	0	S			0.280	0.283	0.278	5.0	18.3	2.5	0.266	20.2	false
82893	Unsung Heroes RF Gus Williams SLA 1913	RF	68	5	L			0.280	0.25	0.301	6.2	23.9	2.5	0.275	24.2	false
84454	Negro League Star CF David Whatley HoGr 1941	CF	67	5	L			0.280	0.275	0.283	4.8	17.4	1.8	0.281	20.7	false
83723	Snapshot LF Burt Shotton SLA 1916	LF	72	5	L			0.280	0.284	0.278	8.8	19.6	1.0	0.287	19.1	false
83591	Snapshot C Johnny Roseboro LAD 1966	C	72	5	L			0.280	0.274	0.284	5.6	16.9	2.0	0.269	22.4	false
84333	Rookie Sensation LF Mark Quinn KC 2000	LF	59	5	R			0.280	0.292	0.273	4.2	20.5	2.6	0.275	22.5	false
83486	Snapshot RF Sam Mele WS1 1950	RF	61	5	R			0.280	0.303	0.264	6.0	18.3	2.6	0.256	23.9	false
84459	Negro League Star 1B Ed Mayweather NYBY 1942	1B	66	5	L			0.280	0.275	0.283	7.3	20.4	1.9	0.272	22.2	false
85289	May Names 1 - Snapshot C Milt May HOU 1974	C	63	5	L			0.280	0.271	0.287	4.4	20.2	2.1	0.293	17.2	false
82887	Unsung Heroes LF Brandon Marsh PHI 2024	LF	67	5	L			0.280	0.265	0.29	7.0	29.2	2.5	0.295	20.6	false
83439	Unsung Heroes 1B Reggie Jefferson BOS 1996	1B	78	5	L			0.280	0.247	0.302	4.4	31.0	2.6	0.312	24.2	false
84531	Negro League Star 2B Bill Handy BRG 1914	2B	80	5	R			0.280	0.28	0.279	7.2	21.2	3.8	0.222	28.9	false
82870	Unsung Heroes 3B Ed Goodson SF 1973	3B	61	5	L			0.280	0.257	0.296	2.7	17.6	2.5	0.276	22.7	false
83737	Snapshot 2B Billy Goodman BOS 1954	2B	70	5	L			0.280	0.27	0.287	5.7	9.5	0.5	0.280	21.4	false
83554	Snapshot 2B Jimmy Dykes PHA 1924	2B	60	5	R			0.280	0.298	0.268	6.1	24.0	1.8	0.293	24	false
83520	Snapshot 2B Tony Cuccinello BRO 1932	2B	64	5	R			0.280	0.295	0.27	5.2	17.6	2.8	0.255	22.6	false
84354	Super Utility RF Oyster Burns SL4 1884	RF	67	5	R			0.280	0.283	0.278	6.1	22.8	3.1	0.261	20.7	false
84355	Rookie Sensation CF Keon Broxton MIL 2016	CF	65	5	R			0.280	0.31	0.26	8.5	30.5	2.6	0.284	22.9	false
83531	Snapshot 3B Clete Boyer NYY 1965	3B	66	5	R			0.280	0.308	0.261	4.7	18.6	3.2	0.248	25.9	false
82270	MLB 2026 Live SS Jacob Wilson ATH	SS	67	0	R			0.279	0.282	0.277	3.8	15.7	1.7	0.281	22.6	false
84714	Clubhouse - April Fools&#39; Day 1B Bill White PHI 1966	1B	74	0	L			0.279	0.244	0.303	5.2	25.7	2.8	0.283	21.2	false
82635	MLB 2026 Live LF Taylor Ward BAL	LF	75	0	R			0.279	0.282	0.277	8.4	25.8	1.9	0.285	21.5	false
