# CAPPROJ key=diamondheart__20260331 role=hit label=Diamond Heart type=Daily variantMode=all_cards projval=40-99 vlvl0=625 vlvl5=541 recordsTotal=1166 rows=1166
CID	Name	Position	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	BBpct	SOpct	HRpct	BABIP	XBHpct	ProjectedNewCard
85494	60s Theme Week - Historical All-Star SS Ernie Banks CHC 1961	SS	83	0	R			0.301	0.317	0.296	6.2	14.6	3.7	0.257	19.9	false
84165	All-Time Legend LF Hector Lopez NYY Peak	LF	85	5	R			0.301	0.297	0.302	6.6	13.7	2.7	0.270	22.3	false
83727	Snapshot 2B Davey Johnson BAL 1971	2B	81	5	R			0.301	0.284	0.307	6.9	11.6	2.7	0.264	21.6	false
84560	Negro League Star CF Sam Jethroe ClBu 1944	CF	94	5	S			0.301	0.32	0.295	6.2	14.2	2.5	0.275	24.3	false
84550	Negro League Star CF Cool Papa Bell PiCr 1937	CF	91	5	S			0.301	0.317	0.296	6.9	13.5	2.5	0.277	19.2	false
83818	Snapshot RF Jimmy Wynn HOU 1972	RF	91	0	R			0.300	0.318	0.294	9.1	16.3	3.1	0.251	24.4	false
85496	60s Theme Week - Historical All-Star RF Albie Pearson LAA 1961	RF	85	0	L			0.300	0.276	0.308	11.5	10.9	0.8	0.276	20.2	false
83819	Snapshot 1B Johnny Hopp PIT 1950	1B	96	0	L			0.300	0.266	0.311	6.5	10.9	1.9	0.274	25.2	false
84676	Happy Easter 1B Luke Easter HoGr 1948	1B	95	0	L			0.300	0.287	0.304	7.7	20.5	3.3	0.283	12.8	false
84568	Negro League Star C Jim Brown CAG 1931	C	96	0	S			0.300	0.307	0.297	7.7	15.0	2.2	0.270	28	false
84530	Negro League Star RF Zollie Wright CEG 1935	RF	84	5	R			0.300	0.299	0.3	8.0	15.1	2.7	0.270	17.4	false
83993	Historical All-Star RF Dixie Walker BRO 1947	RF	89	5	L			0.300	0.279	0.307	8.6	10.1	1.8	0.267	22.1	false
83980	Historical All-Star C Phil Masi BSN 1947	C	79	5	R			0.300	0.31	0.296	6.5	11.2	2.6	0.266	21.3	false
83820	Snapshot RF Roy Johnson BOS 1933	RF	92	5	L			0.300	0.285	0.305	7.3	13.5	2.3	0.270	24.2	false
83985	Historical All-Star 2B Nellie Fox CWS 1957	2B	96	5	L			0.300	0.288	0.304	6.7	5.5	0.8	0.282	22.7	false
84558	Negro League Star 2B Tubby Scales NEL 1934	2B	92	0	R			0.299	0.311	0.295	6.5	14.8	2.3	0.276	26.5	false
85304	Baseball Reference 2 3B Sid Gordon NY1 1949	3B	89	0	R			0.299	0.316	0.293	10.7	13.6	3.8	0.221	21.5	false
84875	Celebrating 42 - Negro League Star 3B Ray Dandridge NeEa 1938	3B	88	0	R			0.299	0.304	0.297	3.8	11.7	1.2	0.303	25	false
85179	Young &amp; Old 1 - Rookie Sensation LF Wally Berger BSN 1930	LF	83	0	R			0.299	0.308	0.296	6.2	18.4	4.3	0.251	19.2	false
84373	Historical All-Star 1B Andre Thornton CLE 1984	1B	89	5	R			0.299	0.294	0.3	8.4	16.7	4.3	0.233	19.7	false
85162	Dock&#39;s Patients 3B Ed Spiezio SD 1970	3B	76	5	R			0.299	0.258	0.312	8.2	15.5	2.7	0.263	22.8	false
84553	Negro League Star 2B Bonnie Serrell CAG 1941	2B	94	5	L			0.299	0.292	0.301	4.9	12.3	2.1	0.284	22.8	false
84160	All-Time Legend CF Fred Schulte SLA Peak	CF	86	5	R			0.299	0.31	0.296	7.3	12.6	2.6	0.262	23.2	false
82727	Hardware Heroes 3B Red Rolfe NYY 1939	3B	87	5	L			0.299	0.277	0.307	7.0	11.6	2.1	0.269	24.3	false
84145	All-Time Legend 3B Pepper Martin STL Peak	3B	77	5	R			0.299	0.307	0.297	6.1	13.9	2.7	0.269	25	false
84383	Rookie Sensation 1B Monte Irvin NY1 1950	1B	74	5	R			0.299	0.269	0.309	6.2	15.6	3.0	0.266	24.9	false
83817	Snapshot 1B Mike Hargrove CLE 1980	1B	90	5	L			0.299	0.295	0.301	10.3	8.5	1.0	0.280	13.9	false
84544	Negro League Star LF Thad Christopher NYBY 1945	LF	87	5	L			0.299	0.293	0.301	7.8	15.9	2.7	0.269	22.2	false
85713	T4 Ep. 3 - Historical All-Star SS Garry Templeton STL 1979	SS	78	0	S			0.298	0.329	0.287	2.1	14.2	1.4	0.308	29.1	false
84564	Negro League Star SS Ted Strong KCM 1946	SS	92	0	S			0.298	0.306	0.296	8.3	16.3	2.5	0.276	18.5	false
85376	Played Where? - Veteran Presence 1B Boog Powell CLE 1975	1B	90	0	L			0.298	0.261	0.311	8.0	17.9	3.5	0.259	15.9	false
83975	Historical All-Star 3B Tony Perez CIN 1969	3B	82	0	R			0.298	0.286	0.302	5.1	17.2	3.7	0.264	21.5	false
85432	PTMS 1 SS Gil McDougald NYY 1957	SS	85	0	R			0.298	0.293	0.299	6.5	14.7	2.0	0.284	22.3	false
83981	Historical All-Star C Ernie Lombardi CIN 1936	C	91	0	R			0.298	0.298	0.297	2.8	11.1	3.1	0.272	19.9	false
83995	Historical All-Star 1B Ted Kluszewski CIN 1953	1B	98	0	L			0.298	0.278	0.305	5.1	11.3	3.3	0.261	15.8	false
83828	Snapshot C Ron Hassey CWS 1986	C	93	0	L			0.298	0.287	0.301	7.0	10.3	1.6	0.275	22.8	false
85167	Dock&#39;s Patients 1B Nate Colbert SD 1970	1B	80	0	R			0.298	0.312	0.293	5.7	21.2	4.2	0.268	16.5	false
85808	Limited Edition/63 3B Buddy Bell TEX 1979	3B	85	0	R			0.298	0.316	0.292	3.0	9.8	2.1	0.278	26.4	false
84174	Unsung Heroes 2B Dick Green ATH 1969	2B	81	5	R			0.298	0.298	0.298	6.2	16.5	2.3	0.286	23.5	false
84148	All-Time Legend C Harry Danning NY1 Peak	C	75	5	R			0.298	0.305	0.296	5.1	11.2	2.9	0.262	22.4	false
83752	Snapshot CF Tommie Agee NYM 1970	CF	82	5	R			0.298	0.312	0.293	5.4	17.5	2.9	0.281	22.7	false
86145	Obscure All-Stars - Baseball Reference 5 1B Lee Thomas LAA 1962	1B	77	0	L			0.297	0.247	0.314	5.9	13.9	3.0	0.270	17.8	true
85522	Clubhouse - 60s Week - Snapshot 3B Al Smith CWS 1961	3B	74	0	R			0.297	0.283	0.301	6.2	13.9	3.7	0.248	20	false
84842	Celebrating 42 - Snapshot 2B Jackie Robinson BRO 1948	2B	79	0	R			0.297	0.296	0.297	5.4	12.3	2.2	0.272	26.6	false
86258	T4 Ep. 4 - Historical All-Star 2B Paul Molitor ML4 1980	2B	82	0	R			0.297	0.324	0.288	6.4	13.7	2.1	0.280	22.1	true
85280	May Names 2 - Historical All-Star 1B Lee May CIN 1971	1B	71	0	R			0.297	0.28	0.302	4.7	23.4	4.2	0.278	17.8	false
85282	May Names 1 - Historical All-Star LF Carlos May CHW 1972	LF	86	0	L			0.297	0.28	0.303	8.7	14.8	1.3	0.289	22.1	false
84574	Negro League Star 2B Piper Davis BBB 1946	2B	97	0	R			0.297	0.297	0.297	6.9	14.7	2.4	0.272	22.7	false
84377	Rookie Sensation SS Tom Tresh NYY 1962	SS	77	5	S			0.297	0.314	0.291	6.7	13.3	2.2	0.274	21	false
83707	Snapshot 3B Don Money PHI 1970	3B	73	5	R			0.297	0.291	0.299	6.0	14.4	2.6	0.271	23.1	false
83807	Snapshot CF Carden Gillenwater BSN 1945	CF	81	5	R			0.297	0.297	0.297	7.9	15.9	2.5	0.274	17.8	false
84381	Rookie Sensation 3B Jim Dyck SLA 1952	3B	82	5	R			0.297	0.345	0.281	6.8	16.4	3.1	0.258	25.9	false
85781	Family Connections - Historical All-Star SP Dizzy Trout DET 1944	P	97	0	R			0.296	0.29	0.297	5.2	25.2	3.7	0.297	15.8	false
85186	Clubhouse - Y&amp;O 1 - Rookie Sensation SS Johnny Pesky BOS 1942	SS	97	0	L			0.296	0.291	0.298	4.0	10.5	0.5	0.310	24.3	false
83990	Historical All-Star LF Hal McRae KC 1976	LF	88	0	R			0.296	0.295	0.296	6.7	12.2	1.9	0.276	22.5	false
85320	Baseball Reference 2 LF Chuck Essegian CLE 1962	LF	74	0	R			0.296	0.307	0.292	7.3	19.4	4.3	0.250	13.5	false
84508	Negro League Star RF Bob Thurman PHG 1947	RF	80	5	L			0.296	0.265	0.306	4.8	12.8	2.4	0.276	22.3	false
83672	Snapshot C Andy Seminick PHI 1946	C	66	5	R			0.296	0.307	0.292	6.1	17.8	3.3	0.267	21	false
83773	Snapshot RF Ron Northey STL 1948	RF	83	5	L			0.296	0.29	0.297	7.5	15.1	2.8	0.265	18.3	false
85525	Memorial Day OnStream Builds - Unsung Heroes CF Rick Monday CHC 1976	CF	69	5	L			0.296	0.28	0.301	6.8	22.3	3.5	0.274	21.8	false
83702	Snapshot 3B Hank Majeski PHA 1948	3B	71	5	R			0.296	0.301	0.294	4.9	12.4	2.4	0.271	24.5	false
82716	Hardware Heroes 1B Mickey Vernon WS1 1953	1B	83	0	L			0.295	0.251	0.31	5.1	14.0	1.4	0.290	28.6	false
82722	Hardware Heroes LF Larry Hisle MIN 1977	LF	83	0	R			0.295	0.297	0.294	5.9	17.0	3.1	0.266	23.8	false
85223	Young &amp; Old 1 - Hardware Heroes CF Andre Dawson MON 1977	CF	77	0	R			0.295	0.317	0.288	3.7	17.0	3.2	0.276	23.3	false
85843	T4 Ep. 3 - Hardware Heroes SS Leo Cardenas CIN 1965	SS	68	0	R			0.295	0.311	0.29	6.4	17.6	2.0	0.292	22.4	false
84000	Historical All-Star 2B Eddie Stanky NY1 1950	2B	94	5	R			0.295	0.317	0.287	10.3	13.6	1.0	0.283	19	false
85946	July Jewels - Baseball Reference 4 2B Ron Hunt MON 1971	2B	70	5	R			0.295	0.34	0.279	9.2	8.9	0.9	0.272	21.3	false
84885	Celebrating 42 - Negro League Star C Johnny Hayes NYBY 1947	C	85	5	L			0.295	0.288	0.297	9.8	11.0	1.1	0.278	17	false
85512	60s Theme Week - Unsung Heroes C Johnny Blanchard NYY 1961	C	81	5	L			0.295	0.256	0.309	6.9	14.7	3.4	0.249	20.6	false
85766	Family Connections - Super Utility RF Danny Tartabull SEA 1986	RF	63	0	R			0.294	0.294	0.294	8.0	24.8	2.9	0.287	22.1	false
83771	Snapshot 2B Joe Morgan HOU 1965	2B	97	0	L			0.294	0.284	0.297	8.6	12.3	1.8	0.267	21.7	false
83978	Veteran Presence SS Eddie Joost PHA 1949	SS	89	0	R			0.294	0.324	0.283	10.0	19.3	3.2	0.247	22.4	false
85357	Clubhouse - Played Where? - Snapshot RF Reggie Jackson BAL 1976	RF	72	0	L			0.294	0.274	0.301	6.2	21.4	3.4	0.272	22.4	false
85300	Baseball Reference 2 C Frankie Hayes PHA 1940	C	84	0	R			0.294	0.316	0.286	8.2	18.6	2.7	0.275	16.1	false
85654	Hall of Fame C Roy Campanella BRO 1950	C	86	0	R			0.294	0.325	0.284	6.1	16.6	4.3	0.241	18.6	false
85858	T4 Ep. 3 - Unsung Heroes LF Bill Buckner LAD 1974	LF	64	0	L			0.294	0.264	0.304	3.2	6.4	1.2	0.283	25.8	false
84359	Rookie Sensation LF Gary Matthews SF 1973	LF	69	5	R			0.294	0.302	0.292	6.2	14.6	2.3	0.276	21.5	false
83979	Historical All-Star 3B Whitey Kurowski STL 1944	3B	84	5	R			0.294	0.316	0.287	6.3	12.8	3.3	0.253	17.9	false
83810	Veteran Presence 2B Max Bishop PHA 1933	2B	83	5	L			0.294	0.272	0.301	11.6	17.8	0.7	0.287	23.1	false
84567	Negro League Star 2B Marvin Williams PhSt 1944	2B	96	0	R			0.293	0.296	0.292	2.3	15.4	3.2	0.274	24.8	false
83749	Snapshot RF Ellis Valentine MON 1980	RF	81	0	R			0.293	0.299	0.291	5.5	15.9	3.0	0.265	24	false
83706	Snapshot LF Kevin McReynolds NYM 1988	LF	73	5	R			0.293	0.264	0.303	3.6	10.7	3.2	0.255	22.5	false
85833	T4 Ep. 3 - Historical All-Star C Tim McCarver STL 1966	C	68	5	L			0.293	0.24	0.311	5.1	7.4	1.9	0.263	24.4	false
83717	Snapshot SS Felix Mantilla BOS 1963	SS	77	5	R			0.293	0.293	0.293	6.5	13.1	2.6	0.264	18.9	false
85159	Dock&#39;s Patients LF Al Ferrara SD 1970	LF	75	5	R			0.293	0.252	0.306	8.2	15.8	2.3	0.270	19.2	false
84492	Negro League Star LF Johnny Davis HoEa 1950	LF	74	5	R			0.293	0.293	0.293	7.4	15.1	3.0	0.251	23.9	false
85278	Limited Edition/61 1B Willie Mays Aikens CAL 1979	1B	85	0	L			0.292	0.228	0.314	9.3	22.1	2.8	0.274	18.9	false
85024	HOF 1 - Veteran Presence LF Arky Vaughan BRO 1947	LF	75	5	L			0.292	0.208	0.32	7.3	14.6	1.4	0.290	18.5	false
86267	All-Star Week - Historical All-Star LF Tim Raines MON 1982	LF	62	5	S			0.292	0.296	0.29	8.4	14.1	0.7	0.292	22.9	true
83580	Snapshot LF Lou Novikoff CHC 1942	LF	63	5	R			0.292	0.287	0.293	3.5	11.1	2.6	0.269	21.8	false
83756	Snapshot C Sherm Lollar CWS 1953	C	82	5	R			0.292	0.29	0.293	8.2	12.5	2.4	0.253	21.8	false
84154	All-Time Legend CF Johnny Lindell NYY Peak	CF	79	5	R			0.292	0.316	0.283	5.7	15.2	2.9	0.258	25.6	false
84510	Negro League Star C Sam Hairston CiCl 1945	C	79	5	R			0.292	0.297	0.291	8.3	14.7	1.9	0.267	24.3	false
83594	Snapshot 1B Babe Dahlgren PIT 1944	1B	67	5	R			0.292	0.281	0.296	5.7	14.0	2.9	0.260	21.9	false
84539	Negro League Star RF Willard Brown DaEa 1954	RF	88	0	R			0.291	0.298	0.289	3.4	14.8	3.0	0.271	23.5	false
85160	Dock&#39;s Patients RF Ollie Brown SD 1970	RF	74	0	R			0.291	0.319	0.282	3.8	17.2	3.2	0.268	25.5	false
84483	Negro League Star 3B Alex Radcliff CAG 1934	3B	77	5	R			0.291	0.295	0.289	4.5	12.6	2.5	0.268	23.5	false
85896	July Jewels - Baseball Reference 4 C Darrell Porter ML4 1973	C	74	5	L			0.291	0.19	0.326	8.8	21.0	2.7	0.261	29.2	false
84486	Negro League Star C Bill Perkins HoGr 1932	C	76	5	R			0.291	0.295	0.29	6.1	13.9	2.5	0.264	23.1	false
83960	Historical All-Star 1B Rafael Palmeiro CHC 1988	1B	77	5	L			0.291	0.301	0.288	3.8	9.1	0.8	0.289	27.6	false
84135	All-Time Legend CF Cito Gaston SD Peak	CF	71	5	R			0.291	0.292	0.29	4.3	16.8	2.9	0.275	22.1	false
83691	Snapshot 2B Bobby Doerr BOS 1939	2B	77	5	R			0.291	0.292	0.29	4.4	11.8	2.7	0.265	19.7	false
84164	All-Time Legend CF Jackie Brandt BAL Peak	CF	87	5	R			0.291	0.292	0.291	6.4	13.3	2.8	0.253	23.9	false
83989	Historical All-Star CF Richie Ashburn NYM 1962	CF	87	5	L			0.291	0.304	0.286	9.8	10.9	0.8	0.288	10.8	false
83676	Snapshot 1B Dale Alexander DET 1931	1B	69	5	R			0.291	0.292	0.291	7.3	12.4	1.3	0.275	26.6	false
84867	Clubhouse - Negro League Star 1B Buck O&#39;Neil KCM 1946	1B	84	0	R			0.290	0.29	0.289	9.5	13.0	0.4	0.285	23.4	false
83797	Snapshot LF Mack Jones MON 1969	LF	84	0	L			0.290	0.28	0.293	8.0	18.5	2.4	0.264	26.2	false
86254	All-Star Week - Historical All-Star C Gabby Hartnett CHC 1936	C	66	0	R			0.290	0.313	0.282	4.3	16.5	2.8	0.278	20.2	true
83703	Snapshot RF George Watkins STL 1932	RF	74	5	L			0.290	0.285	0.291	6.9	15.2	2.1	0.271	23.4	false
83463	Snapshot LF Jim Lemon MIN 1961	LF	57	5	R			0.290	0.288	0.291	6.4	17.2	2.6	0.265	26.9	false
83670	Snapshot LF Ival Goodman CHC 1943	LF	70	5	L			0.290	0.275	0.295	6.5	15.0	2.0	0.277	21.6	false
85850	Heart Attack - Unsung Heroes C Andy Etchebarren BAL 1971	C	63	5	R			0.290	0.308	0.284	5.5	19.6	3.1	0.278	17.8	false
84372	Rookie Sensation 3B Ed Charles KC1 1962	3B	74	5	R			0.290	0.273	0.295	6.5	13.8	2.6	0.259	21.9	false
86265	T4 Ep. 4 - Historical All-Star SS Alan Trammell DET 1980	SS	63	0	R			0.289	0.284	0.291	7.3	14.3	1.7	0.280	18	true
85905	4 HR on 4th of July 3B Jim Tabor BOS 1939	3B	54	0	R			0.289	0.271	0.295	3.8	15.1	3.6	0.255	21.8	false
85680	June Gems - Super Utility 1B Vic Power CLE 1958	1B	76	0	R			0.289	0.267	0.297	1.9	7.0	2.2	0.259	31.4	false
85181	Clubhouse - Y&amp;O 1 - Rookie Sensation CF Jimmie Hall MIN 1963	CF	88	0	L			0.289	0.27	0.296	7.6	17.3	3.1	0.249	24.3	false
83512	Snapshot 1B Donn Clendenon PIT 1964	1B	61	5	R			0.289	0.298	0.285	4.5	16.0	2.3	0.278	24.3	false
84528	Negro League Star SP Barney Brown NYBY 1937	P	93	5	L			0.289	0.257	0.299	7.2	16.8	2.2	0.273	21.7	false
85532	Memorial Day OnStream Builds - Rookie Sensation LF Greg Briley SEA 1989	LF	64	5	L			0.289	0.296	0.286	6.1	19.3	2.1	0.286	24.8	false
84869	Clubhouse - Negro League Star 3B Herb Souell KCM 1945	3B	74	0	S			0.288	0.294	0.286	2.5	11.7	1.0	0.296	27.7	false
85225	Young &amp; Old 1 - Snapshot CF Duke Snider BRO 1949	CF	73	0	L			0.288	0.243	0.303	4.9	20.6	2.9	0.280	23.2	false
84511	Negro League Star CF Bullet Rogan NEL 1930	CF	81	0	R			0.288	0.29	0.288	7.0	14.8	2.2	0.266	21.8	false
84573	Negro League Star 3B Bobby Estalella SJB 1948	3B	94	0	R			0.288	0.303	0.283	8.7	15.4	2.8	0.250	16.3	false
84003	Historical All-Star CF Dom DiMaggio BOS 1942	CF	96	0	R			0.288	0.294	0.286	6.3	14.5	2.8	0.254	23.9	false
83514	Snapshot LF Gus Zernial CWS 1950	LF	59	5	R			0.288	0.284	0.29	4.1	17.3	3.6	0.264	16.8	false
83944	Historical All-Star 2B Charlie Neal LAD 1959	2B	67	5	R			0.288	0.288	0.288	4.8	14.7	2.6	0.268	23.5	false
84505	Negro League Star LF Vic Harris HoGr 1937	LF	79	5	L			0.288	0.283	0.289	6.4	13.5	1.9	0.267	24.4	false
83648	Snapshot CF Mule Haas PHA 1931	CF	69	5	L			0.288	0.284	0.289	4.6	12.4	2.2	0.269	23	false
83618	Snapshot SS Eddie Bressoud BOS 1962	SS	68	5	R			0.288	0.264	0.296	4.7	16.1	2.1	0.271	32.3	false
83671	Snapshot 3B Bill Serena CHC 1952	3B	70	0	R			0.287	0.316	0.278	5.5	18.6	2.9	0.265	26	false
83996	Historical All-Star RF George Selkirk NYY 1936	RF	90	0	L			0.287	0.285	0.287	8.8	16.8	2.5	0.253	22.2	false
83977	Historical All-Star C Johnny Romano CLE 1962	C	95	0	R			0.287	0.298	0.283	7.3	15.1	4.0	0.228	17.6	false
83817	Snapshot 1B Mike Hargrove CLE 1980	1B	90	0	L			0.287	0.283	0.289	9.8	9.3	0.8	0.273	12.7	false
83985	Historical All-Star 2B Nellie Fox CWS 1957	2B	96	0	L			0.287	0.275	0.291	6.1	6.4	0.7	0.276	21.2	false
83994	Historical All-Star 3B Bob Elliott BSN 1948	3B	88	0	R			0.287	0.273	0.291	9.3	15.4	3.2	0.233	20.1	false
83625	Snapshot C Babe Phelps BRO 1937	C	63	5	L			0.287	0.287	0.287	4.4	11.9	1.9	0.265	30	false
84155	All-Time Legend SS Lyn Lary NYY Peak	SS	81	5	R			0.287	0.312	0.279	8.9	13.8	2.0	0.253	24.3	false
84497	Negro League Star 2B Sammy Hughes NEG 1933	2B	78	5	R			0.287	0.287	0.287	6.2	13.3	1.7	0.274	22	false
84192	Live Collection Reward - Snapshot 3B Eddie Yost WS1 1951	3B	81	0	R			0.286	0.312	0.277	9.9	14.4	1.1	0.262	27.1	false
84530	Negro League Star RF Zollie Wright CEG 1935	RF	84	0	R			0.286	0.286	0.286	7.7	16.0	2.5	0.265	15.5	false
83957	Historical All-Star 1B Bill Skowron NYY 1959	1B	73	0	R			0.286	0.292	0.284	4.8	16.5	3.0	0.262	22.6	false
83744	Snapshot 1B Sam Leslie BRO 1934	1B	88	0	L			0.286	0.292	0.285	6.7	13.0	1.0	0.292	17.8	false
83708	Snapshot LF Ralph Kiner CHC 1954	LF	74	0	R			0.286	0.303	0.28	6.4	17.1	2.8	0.255	26.9	false
83649	Snapshot LF Dave Harris WS1 1930	LF	67	0	R			0.286	0.331	0.27	6.7	19.0	2.9	0.254	29.6	false
84550	Negro League Star CF Cool Papa Bell PiCr 1937	CF	91	0	S			0.286	0.3	0.282	6.2	14.6	2.3	0.271	17.2	false
84464	Negro League Star RF Donald Reeves ABC 1938	RF	69	5	L			0.286	0.282	0.288	4.6	13.7	2.3	0.269	22.8	false
85708	T4 Ep. 2 - Historical All-Star 2B Tom Herr STL 1985	2B	58	5	S			0.286	0.262	0.294	7.2	12.6	0.5	0.288	24.1	false
83789	Veteran Presence 2B Billy Herman BSN 1946	2B	88	5	R			0.286	0.314	0.276	7.8	9.3	0.5	0.269	28.9	false
84496	Negro League Star C Joe Greene KCM 1941	C	71	5	R			0.286	0.288	0.285	6.8	15.0	3.1	0.235	31.1	false
82907	Unsung Heroes CF Chick Fullis NY1 1931	CF	73	5	R			0.286	0.305	0.28	5.9	10.5	1.9	0.269	16.1	false
83993	Historical All-Star RF Dixie Walker BRO 1947	RF	89	0	L			0.285	0.262	0.293	8.1	10.9	1.5	0.260	20.4	false
84581	Launch Deck Missions - Hall of Fame 2B Bill Mazeroski PIT 1958	2B	82	0	R			0.285	0.301	0.28	3.1	15.0	2.7	0.272	21.3	false
84165	All-Time Legend LF Hector Lopez NYY Peak	LF	85	0	R			0.285	0.281	0.287	6.0	14.8	2.4	0.264	21	false
83820	Snapshot RF Roy Johnson BOS 1933	RF	92	0	L			0.285	0.269	0.291	6.6	14.6	2.1	0.264	23.4	false
83727	Snapshot 2B Davey Johnson BAL 1971	2B	81	0	R			0.285	0.268	0.291	6.4	12.3	2.4	0.256	19.4	false
84560	Negro League Star CF Sam Jethroe ClBu 1944	CF	94	0	S			0.285	0.305	0.279	5.5	15.2	2.3	0.268	23.4	false
83757	Snapshot 3B Odell Hale CLE 1936	3B	80	0	R			0.285	0.282	0.286	5.6	13.6	2.6	0.250	28.6	false
83754	Snapshot 3B Steve Braun MIN 1973	3B	81	0	L			0.285	0.269	0.29	8.9	15.1	1.2	0.257	35.2	false
83646	Snapshot RF Wally Westlake PIT 1949	RF	67	5	R			0.285	0.295	0.282	4.8	15.6	3.5	0.246	23.2	false
83683	Snapshot 2B Connie Ryan PHI 1953	2B	69	5	R			0.285	0.279	0.286	7.1	15.9	1.8	0.272	23.7	false
83608	Snapshot CF Jim Landis CWS 1958	CF	66	5	R			0.285	0.31	0.277	6.7	15.1	2.4	0.260	22.1	false
85184	Young &amp; Old 1 - Rookie Sensation 2B Jim Baxes CLE 1959	2B	65	5	R			0.285	0.308	0.277	5.4	18.2	3.8	0.246	20.6	false
82727	Hardware Heroes 3B Red Rolfe NYY 1939	3B	87	0	L			0.284	0.26	0.292	6.4	12.9	1.9	0.263	23	false
83623	Snapshot 3B Pinky Higgins PHA 1935	3B	65	0	R			0.284	0.292	0.281	5.0	20.1	3.5	0.261	20.7	false
84544	Negro League Star LF Thad Christopher NYBY 1945	LF	87	0	L			0.284	0.276	0.286	7.3	16.9	2.4	0.263	20	false
84583	Veteran Presence SS Luke Appling CWS 1947	SS	83	0	R			0.284	0.309	0.275	6.9	14.2	1.7	0.270	21.2	false
84484	Negro League Star 1B Harry Simpson PhSt 1948	1B	75	5	L			0.284	0.261	0.292	5.0	13.8	2.3	0.265	22.7	false
84390	Celebrating 42 - Rookie Sensation 1B Jackie Robinson BRO 1947	1B	58	5	R			0.284	0.322	0.271	5.6	10.8	1.5	0.271	22.5	false
84353	Rookie Sensation RF Wally Moses PHA 1935	RF	66	5	L			0.284	0.261	0.292	5.1	11.4	1.9	0.267	22	false
84141	All-Time Legend 2B Cass Michaels CWS Peak	2B	81	5	R			0.284	0.306	0.276	7.2	12.6	2.1	0.257	20.4	false
83689	Snapshot RF Danny Litwhiler CIN 1948	RF	70	5	R			0.284	0.31	0.275	6.8	15.4	3.3	0.236	24	false
84498	Negro League Star SS Howard Easterling CAG 1938	SS	77	5	S			0.284	0.295	0.281	5.5	12.7	1.6	0.274	22.4	false
84537	Negro League Star C Goose Curry PhSt 1947	C	83	5	L			0.284	0.28	0.286	9.6	15.5	2.0	0.255	19.1	false
84545	Negro League Star CF Oscar Charleston PiCr 1936	CF	89	5	L			0.284	0.274	0.287	7.4	13.3	2.1	0.250	25.5	false
85168	Dock&#39;s Patients C Chris Cannizzaro SD 1970	C	65	5	R			0.284	0.329	0.268	8.7	14.0	1.0	0.277	19.7	false
84714	Clubhouse - April Fools&#39; Day 1B Bill White PHI 1966	1B	74	0	L			0.283	0.253	0.294	5.8	17.0	2.4	0.272	19.7	false
84373	Historical All-Star 1B Andre Thornton CLE 1984	1B	89	0	R			0.283	0.279	0.284	8.0	17.7	4.0	0.224	17.8	false
85162	Dock&#39;s Patients 3B Ed Spiezio SD 1970	3B	76	0	R			0.283	0.243	0.297	7.6	16.6	2.4	0.257	21.6	false
84553	Negro League Star 2B Bonnie Serrell CAG 1941	2B	94	0	L			0.283	0.275	0.286	4.3	13.6	1.9	0.278	21	false
84160	All-Time Legend CF Fred Schulte SLA Peak	CF	86	0	R			0.283	0.295	0.278	6.6	13.7	2.3	0.254	22.4	false
84145	All-Time Legend 3B Pepper Martin STL Peak	3B	77	0	R			0.283	0.292	0.279	5.4	15.0	2.4	0.261	24	false
85946	July Jewels - Baseball Reference 4 2B Ron Hunt MON 1971	2B	70	0	R			0.283	0.324	0.269	8.7	9.6	0.8	0.267	19.4	false
84174	Unsung Heroes 2B Dick Green ATH 1969	2B	81	0	R			0.283	0.285	0.283	5.6	17.5	2.0	0.280	22.7	false
84868	Clubhouse - Negro League Star 2B Newt Allen KCM 1937	2B	85	0	R			0.283	0.296	0.279	6.1	13.5	1.1	0.282	23.1	false
85944	July Jewels - Baseball Reference 4 RF Clyde Vollmer BOS 1951	RF	55	5	R			0.283	0.254	0.292	7.7	19.9	4.2	0.234	12.7	false
82915	Unsung Heroes SS George Strickland CLE 1953	SS	80	5	R			0.283	0.3	0.277	7.3	16.7	0.9	0.295	20.7	false
85019	Celebrating 42 - Unsung Heroes LF George Shuba BRO 1952	LF	80	5	L			0.283	0.213	0.307	7.2	15.3	2.2	0.261	19.4	false
85537	Memorial Day OnStream Builds - Veteran Presence LF Jerry Mumphrey CHC 1987	LF	69	5	S			0.283	0.186	0.315	6.8	15.0	1.8	0.267	26.2	false
83549	Snapshot 3B Randy Jackson CHC 1953	3B	62	5	R			0.283	0.278	0.285	4.9	14.9	2.9	0.255	22.8	false
83490	Snapshot 1B Walt Dropo CWS 1955	1B	63	5	R			0.283	0.303	0.277	5.0	15.8	3.1	0.260	16.9	false
84514	Negro League Star 2B Walter Cannady NYBY 1937	2B	83	5	R			0.283	0.29	0.28	5.5	13.1	1.9	0.266	23.5	false
83980	Historical All-Star C Phil Masi BSN 1947	C	79	0	R			0.282	0.293	0.278	5.8	12.5	2.3	0.258	19.6	false
84383	Rookie Sensation 1B Monte Irvin NY1 1950	1B	74	0	R			0.282	0.251	0.293	5.5	16.6	2.7	0.259	23.4	false
