# CAPPROJ key=bronzeheart__20260330 role=hit label=Bronze Heart type=Daily variantMode=all_cards projval=40-69 vlvl0=329 vlvl5=300 recordsTotal=629 rows=629
CID	Name	Position	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	BBpct	SOpct	HRpct	BABIP	XBHpct	ProjectedNewCard
83484	Veteran Presence 1B Dale Long WS2 1962	1B	61	5	L			0.314	0.299	0.322	9.0	7.5	2.1	0.250	23.1	false
83942	Historical All-Star SS Jim Fregosi CAL 1966	SS	69	5	R			0.314	0.29	0.325	9.2	8.1	1.0	0.262	30.7	false
83726	Snapshot 2B Tim Flannery SD 1985	2B	63	5	L			0.314	0.262	0.339	9.9	6.3	0.4	0.280	21	false
83419	Snapshot RF Bobby Darwin MIN 1973	RF	53	5	R			0.314	0.313	0.314	6.7	11.5	1.4	0.284	24.8	false
84450	Negro League Star RF Clyde Spearman PiCr 1937	RF	64	0	L			0.313	0.308	0.316	8.2	8.4	1.2	0.276	20.6	false
84134	All-Time Legend SS Craig Reynolds HOU Peak	SS	68	0	L			0.313	0.29	0.324	5.0	6.5	0.6	0.299	20.5	false
84316	Rookie Sensation C Nelson Santovenia MON 1988	C	49	5	R			0.313	0.324	0.308	6.9	11.6	1.3	0.274	33.8	false
84462	Negro League Star 3B Clemente Carreras NYC 1941	3B	67	5	R			0.313	0.316	0.312	7.7	8.9	1.4	0.268	26.4	false
84440	Negro League Star 2B Matt Carlisle HoGr 1943	2B	64	5	R			0.313	0.315	0.312	7.7	7.5	0.7	0.284	22	false
84882	Celebrating 42 - Negro League Star 1B Joe Scott BBB 1948	1B	54	0	L			0.312	0.306	0.315	8.9	11.2	2.2	0.246	30.9	false
83621	Snapshot 2B Jerry Priddy WS1 1943	2B	63	0	R			0.312	0.297	0.319	7.9	11.0	0.8	0.285	26.1	false
86282	All-Star Week - Historical All-Star C Tony Pena Sr. PIT 1984	C	62	0	R			0.312	0.328	0.305	5.1	10.8	1.1	0.295	23.5	true
83944	Historical All-Star 2B Charlie Neal LAD 1959	2B	67	0	R			0.312	0.321	0.308	5.6	9.8	1.1	0.285	26.6	false
83575	Snapshot CF Oddibe McDowell TEX 1986	CF	64	0	L			0.312	0.294	0.321	7.3	10.6	2.0	0.267	21.8	false
83608	Snapshot CF Jim Landis CWS 1958	CF	66	0	R			0.312	0.33	0.303	7.6	10.3	1.2	0.280	24.2	false
83916	Historical All-Star CF Gus Bell CIN 1957	CF	56	0	L			0.312	0.315	0.311	4.2	8.6	1.8	0.284	19.8	false
84317	Rookie Sensation C Sammy Taylor CHC 1958	C	50	5	L			0.312	0.328	0.305	6.6	9.8	1.6	0.277	22.6	false
84347	Rookie Sensation 1B George Scott BOS 1966	1B	64	5	R			0.312	0.33	0.304	8.4	11.9	1.7	0.269	24.5	false
84311	Rookie Sensation 3B Rick Schu PHI 1985	3B	51	5	R			0.312	0.339	0.299	7.3	9.9	0.9	0.281	26.9	false
83516	Snapshot 2B Danny Murtaugh PIT 1948	2B	62	5	R			0.312	0.318	0.309	7.7	7.5	0.2	0.293	21.9	false
82895	Unsung Heroes C Duffy Dyer NYM 1972	C	69	5	R			0.312	0.32	0.309	6.5	12.0	1.2	0.281	32	false
85873	T4 Ep. 3 - Snapshot CF Tony Armas BOS 1983	CF	48	5	R			0.312	0.306	0.314	4.6	14.8	2.8	0.267	28.2	false
83587	Snapshot SS U L Washington KC 1982	SS	64	0	S			0.311	0.33	0.302	6.4	8.1	1.6	0.273	20.8	false
83580	Snapshot LF Lou Novikoff CHC 1942	LF	63	0	R			0.311	0.307	0.313	4.0	7.3	1.1	0.287	24.1	false
83532	Snapshot CF Irv Noren WS1 1951	CF	62	0	L			0.311	0.287	0.323	6.0	7.5	1.4	0.268	27.3	false
85537	Memorial Day OnStream Builds - Veteran Presence LF Jerry Mumphrey CHC 1987	LF	69	0	S			0.311	0.219	0.354	7.7	10.1	1.6	0.266	27.6	false
83607	Veteran Presence 1B Eddie Mathews HOU 1967	1B	65	0	L			0.311	0.332	0.302	9.2	12.2	2.6	0.252	19.4	false
84701	Clubhouse - April Fools&#39; Day LF Mike Marshall LAD 1984	LF	56	0	R			0.311	0.338	0.299	5.0	12.4	1.7	0.288	24.4	false
86088	Clubhouse - Baseball Reference 5 RF Myril Hoag SLA 1939	RF	46	0	R			0.311	0.312	0.31	4.5	7.9	1.3	0.282	24.4	true
84335	Rookie Sensation RF Junior Felix TOR 1989	RF	57	0	S			0.311	0.292	0.321	6.5	12.2	1.6	0.285	22.2	false
83594	Snapshot 1B Babe Dahlgren PIT 1944	1B	67	0	R			0.311	0.293	0.319	6.3	9.4	1.4	0.276	24.3	false
86148	Limited Edition/112 2B Pete Coscarart BRO 1940	2B	46	0	R			0.311	0.307	0.312	7.8	10.4	0.8	0.283	25.4	false
85828	Heart Attack - Negro League Star SP Patricio Scantlebury NYC 1946	P	56	5	L			0.311	0.298	0.317	3.9	7.0	0.3	0.303	24.1	false
83420	Veteran Presence CF Terry Moore STL 1947	CF	54	5	R			0.311	0.297	0.318	6.3	7.6	1.0	0.284	21.2	false
83936	Historical All-Star C Gus Mancuso NY1 1935	C	58	5	R			0.311	0.27	0.33	5.9	5.2	0.7	0.286	19.2	false
83551	Veteran Presence C Al Lopez PIT 1946	C	62	5	R			0.311	0.316	0.309	8.6	9.3	0.9	0.293	12.6	false
85166	Dock&#39;s Patients SS Steve Huntz SD 1970	SS	63	5	S			0.311	0.325	0.305	12.1	13.1	2.0	0.261	12.3	false
83454	Heart Attack - Snapshot SS Ron Hansen CWS 1967	SS	58	5	R			0.311	0.321	0.307	10.5	6.1	0.9	0.257	24.6	false
84804	Baseball Reference 1 SS Mario Guerrero ATH 1978	SS	46	5	R			0.311	0.321	0.307	1.5	5.5	0.3	0.311	23.4	false
84367	Rookie Sensation CF Cliff Mapes NYY 1949	CF	68	0	L			0.310	0.295	0.317	9.4	11.4	1.9	0.256	23	false
85087	Earth Day - Unsung Heroes SS Pumpsie Green BOS 1961	SS	56	0	S			0.310	0.347	0.293	9.7	10.2	0.8	0.275	23.9	false
85381	Clubhouse - Played Where? - Veteran Presence SS Lou Boudreau BOS 1951	SS	65	0	R			0.310	0.31	0.31	7.0	4.9	0.7	0.267	29.3	false
82874	Unsung Heroes 2B Ken Boswell NYM 1969	2B	57	0	L			0.310	0.28	0.323	6.8	8.4	0.9	0.284	22.2	false
83485	Snapshot CF Frank Baumholtz CHC 1953	CF	60	0	L			0.310	0.274	0.326	5.4	7.9	0.6	0.288	26.3	false
84360	Rookie Sensation CF Albie Pearson WS1 1958	CF	65	5	L			0.310	0.275	0.327	8.7	5.2	0.7	0.268	23.3	false
83433	Snapshot 1B Bob Oliver KC 1970	1B	57	5	R			0.310	0.327	0.302	6.0	10.1	1.7	0.270	26.9	false
83486	Snapshot RF Sam Mele WS1 1950	RF	61	5	R			0.310	0.341	0.296	7.4	7.7	1.3	0.264	27.6	false
83647	Snapshot 1B Dick Gernert BOS 1953	1B	65	5	R			0.310	0.331	0.3	10.8	10.3	1.7	0.254	20.2	false
85152	Young &amp; Old 1 - Unsung Heroes 2B Jerry Adair BOS 1967	2B	45	5	R			0.310	0.318	0.307	3.7	7.2	0.3	0.304	24	false
83953	Historical All-Star 2B Buddy Myer WS1 1937	2B	66	0	L			0.309	0.318	0.305	10.6	9.2	0.4	0.280	19.2	false
83408	Veteran Presence 2B Eddie Mayo DET 1947	2B	62	0	L			0.309	0.279	0.324	6.2	7.8	1.5	0.270	22.7	false
84471	Negro League Star C Johnny Hayes NYBY 1940	C	69	0	L			0.309	0.306	0.31	9.4	9.8	1.7	0.264	16.5	false
83930	Historical All-Star CF Max West BSN 1940	CF	61	5	L			0.309	0.271	0.327	8.3	8.9	1.6	0.260	24.4	false
83929	Historical All-Star 2B Johnny Temple CLE 1961	2B	57	5	R			0.309	0.314	0.306	8.3	5.9	0.4	0.277	23.1	false
84403	Negro League Star 2B Frank Russell BEG 1943	2B	52	5	R			0.309	0.311	0.307	6.7	7.4	0.2	0.285	27.7	false
83391	Snapshot CF Ernie Orsatti STL 1933	CF	52	5	L			0.309	0.289	0.318	6.2	8.2	0.4	0.293	23.1	false
83520	Snapshot 2B Tony Cuccinello BRO 1932	2B	64	5	R			0.309	0.319	0.305	6.7	7.6	1.4	0.265	25.8	false
85275	1st Mexican Born Player - Snapshot CF Mel Almada WS1 1937	CF	43	5	L			0.309	0.279	0.322	6.4	7.1	0.6	0.288	21	false
84691	Clubhouse - April Fools&#39; Day LF Frank Thomas NYM 1962	LF	63	0	R			0.308	0.303	0.31	6.0	11.6	2.0	0.268	24.3	false
84115	All-Time Legend 2B Don Gutteridge SLA Peak	2B	59	0	R			0.308	0.312	0.306	6.3	8.6	0.9	0.274	29.7	false
84849	In Memoriam - Historical All-Star 2B Phil Garner PIT 1980	2B	63	0	R			0.308	0.311	0.306	5.7	7.4	0.5	0.286	26	false
85849	Heart Attack - Unsung Heroes C Billy Bryan KC1 1965	C	48	0	L			0.308	0.273	0.324	5.2	16.5	1.9	0.293	23.4	false
85944	July Jewels - Baseball Reference 4 RF Clyde Vollmer BOS 1951	RF	55	5	R			0.308	0.277	0.323	9.5	12.5	2.5	0.253	16	false
84338	Rookie Sensation 3B Ken Keltner CLE 1938	3B	68	5	R			0.308	0.299	0.312	4.9	9.8	2.2	0.256	30.8	false
85330	T4 Ep. 1 - In Memoriam 3B Bobby Cox NYY 1968	3B	48	5	R			0.308	0.33	0.297	8.2	11.3	1.0	0.284	20.6	false
84336	Rookie Sensation C Jack Shepard PIT 1954	C	56	0	R			0.307	0.326	0.298	6.8	11.1	0.8	0.293	20.1	false
83515	Snapshot SS Pete Runnels WS1 1954	SS	60	0	L			0.307	0.298	0.311	8.7	9.8	0.7	0.279	22.2	false
85508	Clubhouse - 60s Week - Unsung Heroes SP Joe Nuxhall KC1 1961	P	55	0	L			0.307	0.327	0.298	6.1	18.3	1.7	0.304	19.3	false
84322	Rookie Sensation 1B Tommy McCraw CWS 1963	1B	54	0	L			0.307	0.31	0.305	6.6	10.2	1.7	0.269	23	false
83488	Snapshot 2B Johnny Lucadello SLA 1941	2B	62	0	S			0.307	0.307	0.308	8.1	7.6	0.7	0.270	26.9	false
84140	All-Time Legend SS Don Kessinger CHC Peak	SS	69	0	S			0.307	0.303	0.31	7.6	6.6	0.4	0.277	25.5	false
83617	Snapshot RF Mike Hershberger CWS 1963	RF	63	0	R			0.307	0.301	0.31	6.9	6.6	0.4	0.282	24.6	false
83596	Snapshot LF Goose Goslin DET 1935	LF	64	0	L			0.307	0.316	0.302	7.1	7.4	1.7	0.258	23.3	false
84358	Rookie Sensation CF Dave Gallagher CWS 1988	CF	68	0	R			0.307	0.286	0.317	6.2	7.9	0.8	0.288	18.3	false
83491	Snapshot CF Phil Cavarretta CHC 1937	CF	60	0	L			0.307	0.298	0.312	6.4	10.0	1.7	0.268	24.4	false
85483	60s Theme Week - Rookie Sensation 2B Chuck Schilling BOS 1961	2B	61	5	R			0.307	0.313	0.305	8.8	7.4	0.5	0.275	22.9	false
85321	Baseball Reference 2 SS Roger Metzger HOU 1973	SS	43	5	S			0.307	0.288	0.316	6.2	9.2	0.3	0.296	23.4	false
85678	In Memoriam - Veteran Presence 1B Bob Horner STL 1988	1B	44	5	R			0.307	0.352	0.286	10.7	6.6	0.8	0.262	18.5	false
83392	Snapshot 1B Buddy Hassett BSN 1939	1B	50	5	L			0.307	0.288	0.316	3.1	3.4	0.6	0.304	11.8	false
82888	Unsung Heroes SS Tim Foli PIT 1979	SS	62	5	R			0.307	0.285	0.317	3.1	3.3	0.2	0.293	22.5	false
83483	Snapshot 3B Ken Boyer STL 1965	3B	61	5	R			0.307	0.306	0.308	8.5	7.7	1.2	0.263	21.8	false
84108	Limited Edition/64 2B Burgess Whitehead NY1 1937	2B	58	0	R			0.306	0.315	0.301	4.7	3.7	0.5	0.282	22.1	true
83508	Snapshot CF Rick Miller CAL 1979	CF	59	0	L			0.306	0.276	0.32	7.8	10.6	0.5	0.295	17	false
85062	HOF 1 - Veteran Presence CF Joe DiMaggio NYY 1951	CF	64	0	R			0.306	0.32	0.299	8.0	10.1	1.2	0.267	26.2	false
85685	June Gems - Baseball Reference 3 LF Vince Coleman STL 1985	LF	55	0	S			0.306	0.305	0.306	6.3	11.2	0.3	0.304	21.2	false
85495	60s Theme Week - Veteran Presence LF Yogi Berra NYY 1961	LF	68	0	L			0.306	0.296	0.31	6.5	5.4	2.7	0.248	11.4	false
83534	Snapshot SS Don Zimmer LAD 1958	SS	59	5	R			0.306	0.298	0.31	5.8	10.3	1.4	0.280	21.9	false
83358	Snapshot 1B Jim Spencer CAL 1970	1B	49	5	L			0.306	0.289	0.314	3.9	7.5	1.9	0.270	22.2	false
83518	Snapshot RF Carl Reynolds CWS 1931	RF	59	5	R			0.306	0.311	0.304	5.7	6.8	1.2	0.266	27.8	false
82860	Unsung Heroes 2B Tony Piet PIT 1932	2B	54	5	R			0.306	0.282	0.318	7.3	9.3	1.0	0.276	23.7	false
83506	Snapshot 3B Mike Pagliarulo NYY 1985	3B	56	0	L			0.305	0.291	0.312	8.2	11.7	2.9	0.236	24	false
83403	Snapshot 2B Tito Fuentes SF 1972	2B	60	0	S			0.305	0.311	0.301	5.6	7.4	1.1	0.267	29.3	false
83441	Snapshot RF Wally Post PHI 1959	RF	54	5	R			0.305	0.291	0.312	6.5	11.0	1.8	0.263	26.9	false
84113	All-Time Legend SS Bill Knickerbocker CLE Peak	SS	57	5	R			0.305	0.304	0.305	6.3	7.0	0.8	0.270	27.2	false
83388	Snapshot LF Alex Johnson TEX 1974	LF	50	5	R			0.305	0.28	0.316	5.1	8.2	0.8	0.292	19	false
83464	Snapshot 1B Tony Horton CLE 1970	1B	58	5	R			0.305	0.324	0.296	5.9	7.8	1.6	0.259	27.8	false
83531	Snapshot 3B Clete Boyer NYY 1965	3B	66	5	R			0.305	0.331	0.294	6.0	8.2	1.6	0.257	29.5	false
83509	Snapshot LF Dusty Baker LAD 1978	LF	56	5	R			0.305	0.316	0.3	7.6	8.2	1.2	0.265	23.9	false
83514	Snapshot LF Gus Zernial CWS 1950	LF	59	0	R			0.304	0.298	0.307	4.8	11.8	1.8	0.282	19.3	false
83550	Snapshot 1B Vic Wertz CLE 1955	1B	60	0	L			0.304	0.28	0.315	6.8	11.3	2.9	0.241	23.4	false
84131	All-Time Legend RF Lee Walls CHC Peak	RF	65	0	R			0.304	0.297	0.307	6.8	10.8	1.0	0.280	22.9	false
83606	Snapshot 2B Jorge Orta CWS 1979	2B	69	0	L			0.304	0.233	0.337	8.3	8.6	1.8	0.250	22.8	false
83402	Snapshot 3B Al Gallagher SF 1971	3B	53	0	R			0.304	0.322	0.296	6.1	8.9	0.7	0.285	22.5	false
83389	Snapshot 3B Gene Freese PIT 1957	3B	55	0	R			0.304	0.321	0.296	4.6	8.9	0.8	0.286	25.1	false
83547	Snapshot LF Gates Brown DET 1965	LF	58	0	L			0.304	0.317	0.298	5.9	10.1	2.5	0.244	30.2	false
85184	Young &amp; Old 1 - Rookie Sensation 2B Jim Baxes CLE 1959	2B	65	0	R			0.304	0.324	0.294	6.2	12.1	2.0	0.267	22.7	false
85786	Limited Edition/77 2B Sandy Alomar Sr. CAL 1971	2B	65	0	S			0.304	0.307	0.303	5.4	6.7	0.5	0.287	21.7	false
83436	Snapshot C Mike Tresh CWS 1940	C	50	5	R			0.304	0.295	0.308	7.7	8.1	0.2	0.291	17.8	false
83511	Snapshot 2B Rennie Stennett PIT 1972	2B	60	5	R			0.304	0.329	0.292	2.7	7.6	0.7	0.297	23.4	false
83913	Historical All-Star 2B Steve Sax LAD 1983	2B	53	5	R			0.304	0.289	0.311	7.3	7.7	0.6	0.285	17.6	false
83918	Historical All-Star 1B Eddie Robinson PHA 1953	1B	56	5	L			0.304	0.31	0.302	8.0	7.6	2.6	0.228	26.9	false
85023	HOF 1 - Hall of Fame 3B Brooks Robinson BAL 1963	3B	49	5	R			0.304	0.301	0.306	6.1	9.4	0.8	0.281	25	false
84424	Negro League Star 2B Javier Perez PBG 1933	2B	61	5	R			0.304	0.306	0.303	7.9	8.8	0.4	0.277	26.4	false
83687	Snapshot RF Jim King WS2 1962	RF	68	5	L			0.304	0.28	0.315	9.6	7.5	2.4	0.227	24.5	false
83440	Snapshot CF George Hendrick CLE 1973	CF	67	5	R			0.304	0.292	0.31	5.4	9.1	1.9	0.260	25.2	false
83561	Snapshot CF Sam Chapman PHA 1939	CF	63	5	R			0.304	0.279	0.315	7.3	10.1	1.6	0.258	26.8	false
82846	Unsung Heroes SS Darrel Chaney ATL 1976	SS	40	5	S			0.304	0.303	0.305	7.6	10.3	0.3	0.287	24.5	false
84414	Negro League Star C Pepper Bassett PiCr 1938	C	57	5	S			0.304	0.286	0.312	4.0	7.9	2.2	0.256	26.1	false
83646	Snapshot RF Wally Westlake PIT 1949	RF	67	0	R			0.303	0.316	0.297	5.6	10.7	1.7	0.266	26.7	false
83549	Snapshot 3B Randy Jackson CHC 1953	3B	62	0	R			0.303	0.299	0.304	5.6	10.0	1.3	0.273	25.7	false
83726	Snapshot 2B Tim Flannery SD 1985	2B	63	0	L			0.303	0.251	0.328	9.3	6.8	0.3	0.274	19.3	false
83582	Snapshot C Lou Berberet WS1 1956	C	65	0	L			0.303	0.284	0.312	9.5	11.4	1.5	0.261	19.6	false
82832	Unsung Heroes 3B Ken Reitz STL 1979	3B	49	5	R			0.303	0.326	0.293	3.7	8.6	0.8	0.281	31	false
83443	Snapshot RF Don Padgett STL 1938	RF	52	5	L			0.303	0.281	0.314	3.7	7.9	2.3	0.251	30.4	false
84121	All-Time Legend 3B Bernie Friberg PHI Peak	3B	60	5	R			0.303	0.31	0.3	8.4	10.5	0.9	0.274	22.7	false
84356	Rookie Sensation CF Glenn Wilson DET 1982	CF	69	0	R			0.302	0.313	0.297	4.2	10.3	1.4	0.283	22.5	false
85511	Clubhouse - 60s Week - Super Utility C Haywood Sullivan KC1 1961	C	60	0	R			0.302	0.311	0.297	9.3	10.2	0.7	0.269	22.7	false
85828	Heart Attack - Negro League Star SP Patricio Scantlebury NYC 1946	P	56	0	L			0.302	0.287	0.309	3.4	7.5	0.3	0.300	22.3	false
82854	Unsung Heroes CF Johnny Rucker NY1 1945	CF	52	0	L			0.302	0.286	0.309	3.6	9.3	2.0	0.265	25.4	false
83578	Snapshot 1B John Mayberry TOR 1978	1B	68	0	L			0.302	0.264	0.319	7.6	10.0	2.6	0.250	13.1	false
83931	Historical All-Star 3B Frank Malzone BOS 1958	3B	58	0	R			0.302	0.308	0.3	4.5	7.3	1.0	0.281	22.4	false
84857	Limited Edition/42 DH Ron Kittle CLE 1988	DH	60	0	R			0.302	0.284	0.31	3.9	15.6	2.4	0.283	18.6	false
83421	Snapshot SS Frankie Gustine PIT 1943	SS	57	0	R			0.302	0.315	0.296	5.5	8.6	0.2	0.293	23.8	false
84804	Baseball Reference 1 SS Mario Guerrero ATH 1978	SS	46	0	R			0.302	0.303	0.301	1.4	6.1	0.2	0.306	21.6	false
84125	All-Time Legend CF Vic Davalillo CLE Peak	CF	65	0	L			0.302	0.288	0.308	4.1	7.7	1.0	0.285	20.2	false
82891	Unsung Heroes 2B Bill Cissell CLE 1932	2B	60	0	R			0.302	0.308	0.299	4.2	7.0	0.9	0.282	23	false
83589	Snapshot LF Bernie Carbo CIN 1971	LF	56	0	L			0.302	0.291	0.307	10.3	10.8	1.6	0.236	33.5	false
85314	Baseball Reference 2 1B Don Baylor ATH 1976	1B	64	0	R			0.302	0.309	0.298	7.6	8.6	1.5	0.255	24.8	false
82702	Hardware Heroes SS Luis Aparicio CWS 1957	SS	52	0	R			0.302	0.301	0.303	6.6	7.2	0.2	0.287	21	false
82909	Unsung Heroes 2B Pep Young PIT 1938	2B	63	5	R			0.302	0.294	0.307	5.7	9.4	0.7	0.280	28.3	false
83432	Snapshot 3B Paul Schaal KC 1972	3B	56	5	R			0.302	0.323	0.292	10.0	8.0	1.0	0.247	28.8	false
84305	Rookie Sensation C Del Rice STL 1945	C	40	5	R			0.302	0.359	0.275	3.4	16.1	0.5	0.320	25.6	false
84413	Negro League Star CF Cando Lopez NYC 1935	CF	59	5	R			0.302	0.303	0.301	6.7	7.4	0.8	0.268	26.2	false
83487	Snapshot SS Johnny Berardino SLA 1941	SS	60	5	R			0.302	0.273	0.316	6.7	7.0	0.9	0.262	29.4	false
82848	Unsung Heroes RF Wally Roettger STL 1931	RF	50	0	R			0.301	0.287	0.307	4.5	8.1	0.3	0.291	25.3	false
83935	Historical All-Star 2B Bill Rigney NY1 1948	2B	66	0	R			0.301	0.341	0.282	6.4	12.2	1.3	0.277	22.4	false
83590	Snapshot 3B Bill Madlock SF 1977	3B	64	0	R			0.301	0.302	0.301	5.0	5.9	0.9	0.274	22	false
83651	Snapshot 2B Cookie Lavagetto BRO 1937	2B	68	0	R			0.301	0.322	0.291	8.7	8.4	1.0	0.258	24.5	false
83595	Snapshot C Clyde Kluttz NY1 1945	C	61	0	R			0.301	0.301	0.301	4.9	7.2	1.1	0.268	27.2	false
83643	Snapshot 3B Wayne Gross BAL 1985	3B	63	0	L			0.301	0.301	0.301	10.5	12.0	2.4	0.233	20.2	false
83490	Snapshot 1B Walt Dropo CWS 1955	1B	63	0	R			0.301	0.315	0.295	5.7	10.8	1.5	0.277	19.5	false
83404	Snapshot 1B Danny Cater NYY 1970	1B	57	0	R			0.301	0.316	0.294	4.2	5.8	0.5	0.288	20.6	false
84330	Rookie Sensation CF Buster Adams PHI 1943	CF	57	0	R			0.301	0.317	0.293	7.0	11.4	1.0	0.279	23.3	false
84112	All-Time Legend 3B Bobby Adams CIN Peak	3B	56	0	R			0.301	0.292	0.305	6.8	9.1	0.6	0.278	24.6	false
82831	Unsung Heroes CF Marvell Wynne PIT 1984	CF	45	5	L			0.301	0.293	0.304	6.4	7.7	0.4	0.281	22.5	false
84840	Celebrating 42 - Snapshot 3B Jackie Robinson BRO 1955	3B	68	5	R			0.301	0.311	0.296	10.8	5.4	1.2	0.246	16.1	false
82827	Unsung Heroes LF Hal Lee BSN 1935	LF	43	5	R			0.301	0.308	0.298	4.1	6.9	0.3	0.292	23.2	false
82871	Unsung Heroes 3B Bob Kennedy CWS 1955	3B	61	5	R			0.301	0.32	0.293	6.9	7.5	1.3	0.259	25.5	false
84398	Negro League Star LF John Bissant CAG 1944	LF	48	5	R			0.301	0.302	0.301	6.0	7.6	0.4	0.277	27.3	false
82847	Unsung Heroes 2B Johnny O&#39;Brien PIT 1955	2B	52	0	R			0.300	0.283	0.309	4.7	7.0	0.3	0.288	24.2	false
83365	Snapshot 3B Jim Davenport SF 1965	3B	49	0	R			0.300	0.316	0.292	6.3	9.9	0.8	0.272	28.8	false
86083	Obscure All-Stars - Baseball Reference 5 C Biff Pocoroba ATL 1978	C	44	5	S			0.300	0.267	0.315	8.5	3.8	1.5	0.244	18.1	true
83343	Snapshot LF Lou Piniella KC 1971	LF	46	5	R			0.300	0.314	0.293	3.8	7.0	0.5	0.284	26.1	false
83407	Snapshot 3B Mark Christman SLA 1943	3B	52	5	R			0.300	0.294	0.303	5.6	6.6	0.8	0.272	23.5	false
84406	Negro League Star 2B Rainey Bibbs CiTi 1937	2B	53	5	S			0.300	0.292	0.304	5.5	7.4	0.9	0.275	21.6	false
83516	Snapshot 2B Danny Murtaugh PIT 1948	2B	62	0	R			0.299	0.303	0.296	6.9	8.3	0.2	0.287	20.1	false
83619	Snapshot C Elrod Hendricks BAL 1971	C	64	0	L			0.299	0.298	0.3	7.6	8.7	2.1	0.242	23.9	false
83942	Historical All-Star SS Jim Fregosi CAL 1966	SS	69	0	R			0.299	0.277	0.31	8.5	9.0	0.9	0.254	29.6	false
83437	Snapshot RF Wes Schulmerich BSN 1932	RF	51	5	R			0.299	0.279	0.308	6.8	10.8	1.6	0.256	27.9	false
84312	Rookie Sensation C Buck Rodgers LAA 1962	C	42	5	S			0.299	0.265	0.314	5.7	7.7	0.9	0.263	29.5	false
85069	HOF 1 - Veteran Presence RF Sam Rice CLE 1934	RF	48	5	L			0.299	0.214	0.338	5.5	5.2	0.5	0.278	19.4	false
84303	Rookie Sensation SS Marty Marion STL 1940	SS	48	5	R			0.299	0.302	0.298	3.1	7.9	0.6	0.295	21.6	false
83435	Snapshot 1B Tony Lupien BOS 1943	1B	52	5	L			0.299	0.286	0.305	6.8	5.5	1.5	0.251	21.7	false
83453	Snapshot CF Jim Hickman NYM 1965	CF	56	5	R			0.299	0.326	0.286	6.7	9.9	1.7	0.248	30.2	false
84099	All-Time Legend SS Enzo Hernandez SD Peak	SS	50	5	R			0.299	0.287	0.304	7.1	4.4	0.2	0.274	20.4	false
84352	Rookie Sensation CF Vince DiMaggio BSN 1937	CF	46	5	R			0.299	0.286	0.305	6.2	12.9	1.4	0.276	21.9	false
83510	Snapshot 3B Tommy Davis LAD 1961	3B	67	5	R			0.299	0.355	0.273	4.8	7.4	1.4	0.275	16.9	false
84304	Rookie Sensation LF Eddie Carnett CWS 1944	LF	47	5	L			0.299	0.286	0.305	6.1	7.8	0.6	0.280	21	false
83914	Historical All-Star SS Larry Bowa PHI 1978	SS	57	5	S			0.299	0.282	0.307	3.4	5.2	0.6	0.286	21	false
83379	Snapshot 1B Steve Balboni KC 1985	1B	43	5	R			0.299	0.295	0.301	6.1	21.0	2.4	0.280	23.6	false
84316	Rookie Sensation C Nelson Santovenia MON 1988	C	49	0	R			0.298	0.309	0.293	6.2	12.1	1.1	0.266	32.7	false
83630	Snapshot C Bill Salkeld BSN 1949	C	61	0	L			0.298	0.205	0.342	11.3	15.1	1.9	0.256	10.8	false
85326	Baseball Reference 2 1B Eddie Robinson NYY 1955	1B	67	0	L			0.298	0.313	0.291	12.5	10.6	4.2	0.186	6.7	false
83936	Historical All-Star C Gus Mancuso NY1 1935	C	58	0	R			0.298	0.259	0.317	5.2	5.7	0.7	0.280	17.8	false
83484	Veteran Presence 1B Dale Long WS2 1962	1B	61	0	L			0.298	0.283	0.304	8.3	8.2	1.8	0.243	21.2	false
85152	Young &amp; Old 1 - Unsung Heroes 2B Jerry Adair BOS 1967	2B	45	0	R			0.298	0.306	0.294	3.2	7.7	0.2	0.298	22.3	false
83529	Snapshot 2B Alan Wiggins SD 1984	2B	59	5	S			0.298	0.324	0.286	9.2	6.8	0.6	0.260	20.9	false
83650	Snapshot SS Billy Myers CIN 1937	SS	67	5	R			0.298	0.32	0.288	8.8	10.9	1.3	0.256	24	false
82863	Unsung Heroes 2B Ted Kubiak ML4 1971	2B	53	5	S			0.298	0.284	0.304	9.5	7.8	1.3	0.243	24.9	false
83482	Snapshot CF Jose Cardenal CLE 1969	CF	60	5	R			0.298	0.278	0.308	6.7	7.1	1.0	0.257	27.7	false
83943	Historical All-Star 2B Frank White KC 1978	2B	66	0	R			0.297	0.288	0.302	5.2	9.6	0.9	0.275	25.7	false
84311	Rookie Sensation 3B Rick Schu PHI 1985	3B	51	0	R			0.297	0.324	0.284	6.7	10.8	0.8	0.273	25.3	false
83551	Veteran Presence C Al Lopez PIT 1946	C	62	0	R			0.297	0.303	0.294	8.0	10.4	0.8	0.286	11.2	false
85166	Dock&#39;s Patients SS Steve Huntz SD 1970	SS	63	0	S			0.297	0.312	0.29	11.4	13.6	1.8	0.254	11.1	false
83454	Heart Attack - Snapshot SS Ron Hansen CWS 1967	SS	58	0	R			0.297	0.306	0.293	10.0	6.6	0.8	0.249	22.7	false
82895	Unsung Heroes C Duffy Dyer NYM 1972	C	69	0	R			0.297	0.303	0.294	5.8	12.8	1.0	0.273	31	false
83419	Snapshot RF Bobby Darwin MIN 1973	RF	53	0	R			0.297	0.298	0.297	6.0	12.0	1.2	0.275	23	false
