# CAPPROJ key=diamondquick__20260313 role=hit label=Diamond Quick type=Quick variantMode=all_cards projval=40-99 vlvl0=2046 vlvl5=1253 recordsTotal=3299 rows=3299
CID	Name	Position	VAL	VLvl	Hand	Cap Value	Slots Value	pwOBA	pwOBA_vL	pwOBA_vR	BBpct	SOpct	HRpct	BABIP	XBHpct	ProjectedNewCard
84388	Rookie Sensation SS Troy Tulowitzki COL 2007	SS	94	0	R			0.277	0.287	0.27	6.3	25.3	2.4	0.279	24.4	false
85706	Clubhouse - SwitchKnucklers - Historical All-Star 1B Justin Smoak TOR 2017	1B	69	0	S			0.277	0.294	0.265	7.7	26.5	3.1	0.261	17	false
85522	Clubhouse - 60s Week - Snapshot 3B Al Smith CWS 1961	3B	74	0	R			0.277	0.269	0.282	6.5	20.9	2.9	0.256	18.6	false
83968	Historical All-Star 1B John Jaha ATH 1999	1B	82	0	R			0.277	0.301	0.26	8.6	31.4	3.2	0.276	14.7	false
85356	Played Where? - Snapshot CF Steve Finley HOU 1991	CF	89	0	L			0.277	0.243	0.301	5.3	19.5	1.1	0.298	23.3	false
83786	Snapshot 2B Larry Doyle NY1 1915	2B	85	0	L			0.277	0.257	0.29	2.0	16.4	1.1	0.295	29.1	false
85223	Young &amp; Old 1 - Hardware Heroes CF Andre Dawson MON 1977	CF	77	0	R			0.277	0.295	0.264	3.8	25.8	2.8	0.287	23.8	false
84535	Negro League Star 1B George Carr PHG 1926	1B	90	0	S			0.277	0.281	0.274	5.7	23.7	2.4	0.273	27	false
85843	T4 Ep. 3 - Hardware Heroes SS Leo Cardenas CIN 1965	SS	68	0	R			0.277	0.287	0.27	6.7	27.3	1.8	0.302	22.3	false
84159	Hardware Heroes SS Orlando Cabrera MON 2001	SS	89	0	R			0.277	0.275	0.278	5.4	15.4	1.8	0.262	26.4	false
84766	FLF 5 - Future Legend DH Moises Ballesteros CHC 2026	DH	84	0	L			0.277	0.241	0.301	6.2	25.2	2.5	0.282	20.6	false
84868	Clubhouse - Negro League Star 2B Newt Allen KCM 1937	2B	85	0	R			0.277	0.288	0.27	6.1	20.6	1.3	0.292	24	false
83609	Snapshot CF Curt Welch SL4 1886	CF	73	5	R			0.277	0.279	0.275	5.5	19.0	1.7	0.274	27.7	false
84464	Negro League Star RF Donald Reeves ABC 1938	RF	69	5	L			0.277	0.273	0.28	4.7	21.2	2.4	0.276	22.3	false
83625	Snapshot C Babe Phelps BRO 1937	C	63	5	L			0.277	0.272	0.281	4.7	20.0	2.0	0.273	30.1	false
83717	Snapshot SS Felix Mantilla BOS 1963	SS	77	5	R			0.277	0.278	0.276	6.8	20.1	2.2	0.270	18.2	false
83756	Snapshot C Sherm Lollar CWS 1953	C	82	5	R			0.277	0.277	0.278	7.9	20.0	2.0	0.265	21.2	false
84497	Negro League Star 2B Sammy Hughes NEG 1933	2B	78	5	R			0.277	0.277	0.277	6.3	20.6	1.7	0.282	21.6	false
83623	Snapshot 3B Pinky Higgins PHA 1935	3B	65	5	R			0.277	0.28	0.275	5.9	29.7	3.3	0.279	21	false
84174	Unsung Heroes 2B Dick Green ATH 1969	2B	81	5	R			0.277	0.275	0.279	6.5	26.1	2.0	0.291	24.5	false
83807	Snapshot CF Carden Gillenwater BSN 1945	CF	81	5	R			0.277	0.279	0.275	7.9	24.9	2.1	0.286	16.4	false
84504	Negro League Star C Regino Garcia ALM 1908	C	76	5	R			0.277	0.278	0.276	6.2	21.5	1.9	0.277	26.2	false
83714	Snapshot 2B Logan Forsythe TB 2015	2B	79	5	R			0.277	0.302	0.26	7.0	22.2	1.8	0.284	19.6	false
83810	Veteran Presence 2B Max Bishop PHA 1933	2B	83	5	L			0.277	0.26	0.288	11.1	28.3	1.1	0.293	22.7	false
83734	Snapshot 3B Bobby Wallace CL4 1897	3B	78	0	R			0.276	0.282	0.272	5.9	23.1	1.9	0.278	30.2	false
86145	Obscure All-Stars - Baseball Reference 5 1B Lee Thomas LAA 1962	1B	77	0	L			0.276	0.23	0.308	5.5	23.5	2.9	0.277	14	true
85793	Family Connections - Snapshot 3B Fernando Tatis STL 1999	3B	73	0	R			0.276	0.276	0.276	7.6	31.4	3.3	0.277	18.3	false
84563	Negro League Star C Louis Santop PHG 1923	C	92	0	L			0.276	0.264	0.284	7.1	23.9	1.9	0.283	21.6	false
85528	Memorial Day OnStream Builds - Snapshot 2B Dustin Pedroia BOS 2012	2B	66	0	R			0.276	0.291	0.266	5.4	15.1	1.5	0.266	28.1	false
84721	Happy Easter LF Dan Pasqua NYY 1986	LF	79	0	L			0.276	0.248	0.294	7.3	33.8	3.1	0.292	19.2	false
83960	Historical All-Star 1B Rafael Palmeiro CHC 1988	1B	77	0	L			0.276	0.281	0.273	3.4	15.9	0.9	0.293	27.4	false
85030	FLF 4 - Future Legend RF Braden Montgomery CHW 2026	RF	74	0	S			0.276	0.273	0.278	6.1	27.4	2.7	0.276	26.8	false
82772	World Baseball Classic 1B Joey Meneses MEX 2023	1B	78	0	R			0.276	0.269	0.281	2.5	18.1	2.6	0.289	8.9	false
85527	Memorial Day OnStream Builds - Historical All-Star 2B Jason Kipnis CLE 2013	2B	81	0	L			0.276	0.274	0.277	7.9	28.3	1.9	0.293	22.4	false
83965	Historical All-Star 2B Jeff Kent SF 2001	2B	91	0	R			0.276	0.275	0.277	6.2	23.5	1.7	0.285	28.6	false
85357	Clubhouse - Played Where? - Snapshot RF Reggie Jackson BAL 1976	RF	72	0	L			0.276	0.262	0.286	5.8	32.5	3.7	0.280	21.6	false
83577	Snapshot 1B Jason Giambi ATH 1998	1B	82	0	L			0.276	0.274	0.276	5.6	25.6	2.4	0.286	21.7	false
83825	Snapshot RF Elmer Flick CLE 1907	RF	94	0	L			0.276	0.267	0.282	7.6	26.8	2.1	0.290	18.6	false
83814	FLF 15 &amp; Co. - Snapshot CF Byron Buxton MIN 2021	CF	76	0	R			0.276	0.272	0.278	3.0	28.5	2.5	0.299	30.7	false
85358	T4 Ep. 1 - Snapshot RF Bobby Bonds TEX 1978	RF	87	0	R			0.276	0.269	0.28	8.7	30.8	3.6	0.263	12.1	false
85512	60s Theme Week - Unsung Heroes C Johnny Blanchard NYY 1961	C	81	0	L			0.276	0.26	0.287	6.8	25.5	3.4	0.253	20.2	false
83926	Historical All-Star SS Bo Bichette TOR 2021	SS	83	0	R			0.276	0.299	0.26	3.8	22.6	2.4	0.293	16.3	false
83834	Snapshot LF Kyle Tucker HOU 2020	LF	82	5	L			0.276	0.254	0.292	4.9	22.3	2.5	0.275	23.4	false
84554	Negro League Star C Quincy Trouppe ClBu 1945	C	84	5	S			0.276	0.28	0.274	9.1	24.4	3.1	0.237	26	false
83640	Veteran Presence 1B Jim Thome CWS 2008	1B	79	5	L			0.276	0.279	0.274	8.6	32.1	3.7	0.261	16.9	false
84178	Hardware Heroes C Frank Snyder STL 1915	C	84	5	R			0.276	0.297	0.262	6.5	23.8	1.1	0.305	23.2	false
83973	Historical All-Star 2B Mike Sharperson LAD 1992	2B	80	5	R			0.276	0.276	0.275	7.8	19.0	1.3	0.279	19.1	false
84182	Snapshot C Wilbert Robinson SL4 1896	C	77	5	R			0.276	0.295	0.263	2.7	16.8	1.1	0.306	18.9	false
84483	Negro League Star 3B Alex Radcliff CAG 1934	3B	77	5	R			0.276	0.28	0.274	4.7	19.5	2.1	0.276	24.6	false
84486	Negro League Star C Bill Perkins HoGr 1932	C	76	5	R			0.276	0.279	0.274	6.1	21.2	2.1	0.272	23.9	false
83829	Snapshot C Glenn Myatt CLE 1924	C	93	5	L			0.276	0.214	0.317	5.3	21.6	1.9	0.286	22.2	false
84153	Snapshot 1B John Milner NYM 1976	1B	84	5	L			0.276	0.274	0.278	8.1	24.1	2.7	0.261	21.3	false
84371	Rookie Sensation 2B Keith Lockhart KC 1995	2B	67	5	L			0.276	0.275	0.277	4.1	14.6	1.8	0.273	20.9	false
83701	Snapshot SS Johnny Lipon DET 1948	SS	72	5	R			0.276	0.278	0.274	7.5	14.9	1.7	0.260	18.6	false
83813	Veteran Presence 2B Kid Elberfeld WS1 1911	2B	82	5	R			0.276	0.293	0.264	8.4	8.1	0.0	0.270	19.1	false
84492	Negro League Star LF Johnny Davis HoEa 1950	LF	74	5	R			0.276	0.276	0.276	7.5	23.4	2.5	0.259	25.4	false
84545	Negro League Star CF Oscar Charleston PiCr 1936	CF	89	5	L			0.276	0.268	0.281	7.5	20.8	2.2	0.258	25.9	false
83948	Historical All-Star LF Jose Canseco TB 1999	LF	65	5	R			0.276	0.279	0.273	7.5	31.0	3.4	0.270	18.9	false
84164	All-Time Legend CF Jackie Brandt BAL Peak	CF	87	5	R			0.276	0.278	0.275	6.6	20.6	2.4	0.260	25.5	false
83752	Snapshot CF Tommie Agee NYM 1970	CF	82	5	R			0.276	0.287	0.269	5.5	27.6	2.5	0.290	23.8	false
84161	All-Time Legend 3B Pinky Whitney PHI Peak	3B	82	0	R			0.275	0.289	0.266	5.2	20.2	2.2	0.274	21.1	false
86265	T4 Ep. 4 - Historical All-Star SS Alan Trammell DET 1980	SS	63	0	R			0.275	0.274	0.275	7.6	21.6	1.5	0.286	16.8	true
85479	May Flower - Super Utility C Mickey Tettleton DET 1994	C	69	0	S			0.275	0.264	0.283	10.9	33.3	2.6	0.278	17.4	false
82712	Hardware Heroes 1B Jake Stahl BOS 1910	1B	86	0	R			0.275	0.274	0.275	4.4	33.0	3.6	0.290	22	false
84867	Clubhouse - Negro League Star 1B Buck O&#39;Neil KCM 1946	1B	84	0	R			0.275	0.276	0.275	9.2	20.0	0.2	0.292	24.3	false
86244	All-Star Week - Super Utility 1B Tim Murnane PH2 1875	1B	71	0	L			0.275	0.261	0.284	8.1	17.6	1.3	0.278	14	true
84180	All-Time Legend LF Matty McIntyre DET Peak	LF	90	0	L			0.275	0.268	0.28	7.5	22.4	1.2	0.290	22.1	false
84375	Unsung Heroes SS Jed Lowrie ATH 2013	SS	80	0	S			0.275	0.266	0.281	4.7	20.5	1.7	0.280	29.2	false
82108	MLB 2026 Live SS Otto Lopez MIA	SS	79	0	R			0.275	0.278	0.273	4.0	21.7	1.7	0.297	21.3	false
83987	Historical All-Star CF Ray Lankford STL 1997	CF	88	0	L			0.275	0.26	0.285	7.8	29.3	2.8	0.267	27.7	false
83978	Veteran Presence SS Eddie Joost PHA 1949	SS	89	0	R			0.275	0.296	0.26	9.7	30.0	2.9	0.261	22.5	false
83794	Snapshot LF Bug Holliday CIN 1894	LF	87	0	R			0.275	0.277	0.274	4.2	20.6	2.5	0.281	15.7	false
85386	Played Where? - Veteran Presence LF Rickey Henderson NYM 1999	LF	68	0	R			0.275	0.291	0.264	9.6	30.7	1.6	0.303	19.1	false
85181	Clubhouse - Y&amp;O 1 - Rookie Sensation CF Jimmie Hall MIN 1963	CF	88	0	L			0.275	0.257	0.287	7.2	27.5	3.0	0.263	24.8	false
85712	Clubhouse - SwitchKnucklers - Historical All-Star SS Cristian Guzman MIN 2001	SS	71	0	S			0.275	0.267	0.28	1.9	22.9	1.6	0.309	27.8	false
81819	MLB 2026 Live C Hunter Goodman COL	C	79	0	R			0.275	0.278	0.272	4.8	30.6	3.5	0.274	26.4	false
83778	Snapshot 2B Johnny Evers CHC 1906	2B	93	0	L			0.275	0.267	0.28	7.5	15.3	0.2	0.292	18.8	false
82115	MLB 2026 Live 2B Xavier Edwards MIA	2B	80	0	S			0.275	0.274	0.276	6.9	21.0	1.4	0.290	18.1	false
83638	Snapshot 3B Hunter Dozier KC 2019	3B	79	0	R			0.275	0.28	0.271	6.4	28.5	2.2	0.298	21	false
83836	Veteran Presence LF Fred Clarke PIT 1909	LF	95	0	L			0.275	0.259	0.287	8.0	19.7	2.1	0.263	17.9	false
85160	Dock&#39;s Patients RF Ollie Brown SD 1970	RF	74	0	R			0.275	0.296	0.26	3.6	26.3	2.8	0.280	27.4	false
85179	Young &amp; Old 1 - Rookie Sensation LF Wally Berger BSN 1930	LF	83	0	R			0.275	0.28	0.271	6.2	28.7	3.7	0.261	19.2	false
84550	Negro League Star CF Cool Papa Bell PiCr 1937	CF	91	0	S			0.275	0.282	0.271	6.4	22.4	2.2	0.280	16.4	false
84495	Negro League Star RF Ed Stone PhSt 1946	RF	76	5	L			0.275	0.271	0.278	7.0	20.6	1.8	0.277	19.4	false
83772	Snapshot CF Stan Spence WS1 1943	CF	82	5	L			0.275	0.268	0.28	7.8	19.2	2.5	0.248	21.3	false
83692	Snapshot 1B Wally Pipp NYY 1922	1B	75	5	L			0.275	0.25	0.293	6.4	20.5	2.1	0.269	22.2	false
83580	Snapshot LF Lou Novikoff CHC 1942	LF	63	5	R			0.275	0.273	0.277	3.9	17.9	2.1	0.275	21.2	false
84141	All-Time Legend 2B Cass Michaels CWS Peak	2B	81	5	R			0.275	0.29	0.265	7.4	19.6	1.9	0.268	20.4	false
83705	Snapshot C Victor Martinez CLE 2005	C	74	5	S			0.275	0.245	0.296	6.7	22.4	1.9	0.284	19.2	false
83785	Snapshot SS Buck Herzog BSN 1911	SS	83	5	R			0.275	0.265	0.282	6.7	19.2	2.3	0.249	28.9	false
84147	All-Time Legend 3B Charlie Hayes PHI Peak	3B	77	5	R			0.275	0.281	0.271	6.3	21.5	2.5	0.261	24.3	false
84460	Negro League Star LF Blainey Hall NYLG 1917	LF	66	5	R			0.275	0.278	0.273	6.2	20.2	1.7	0.277	22.8	false
83670	Snapshot LF Ival Goodman CHC 1943	LF	70	5	L			0.275	0.261	0.284	6.4	23.7	2.1	0.282	20.2	false
84477	Negro League Star 1B George Giles BrEa 1935	1B	71	5	L			0.275	0.27	0.278	6.5	20.9	1.2	0.283	27.4	false
82889	Unsung Heroes RF Mike Dorgan NY1 1886	RF	65	5	R			0.275	0.277	0.274	5.3	18.8	1.8	0.279	20	false
83691	Snapshot 2B Bobby Doerr BOS 1939	2B	77	5	R			0.275	0.277	0.274	4.7	18.7	2.3	0.272	19.5	false
84834	Baseball Reference 1 3B Ken Caminiti HOU 2000	3B	66	5	S			0.275	0.268	0.281	7.9	22.3	2.0	0.274	18	false
82908	Unsung Heroes RF Steve Brady NY4 1885	RF	75	5	S			0.275	0.269	0.279	5.7	23.0	2.2	0.288	16.7	false
83501	Snapshot LF Andrew Benintendi BOS 2019	LF	59	5	L			0.275	0.278	0.273	7.2	23.8	1.6	0.280	28.5	false
85314	Baseball Reference 2 1B Don Baylor ATH 1976	1B	64	5	R			0.275	0.295	0.262	6.8	19.5	2.8	0.247	21.9	false
84567	Negro League Star 2B Marvin Williams PhSt 1944	2B	96	0	R			0.274	0.277	0.272	2.6	23.9	2.7	0.281	26.7	false
83749	Snapshot RF Ellis Valentine MON 1980	RF	81	0	R			0.274	0.279	0.271	5.7	24.9	2.6	0.270	25.6	false
81931	MLB 2026 Live 2B Brice Turang MIL	2B	97	0	L			0.274	0.269	0.276	7.8	28.4	1.9	0.289	23.1	false
83977	Historical All-Star C Johnny Romano CLE 1962	C	95	0	R			0.274	0.28	0.271	7.4	23.0	3.3	0.244	16.7	false
82727	Hardware Heroes 3B Red Rolfe NYY 1939	3B	87	0	L			0.274	0.258	0.285	6.6	20.0	2.0	0.267	22.4	false
85348	Played Where? - Snapshot C Ivan Rodriguez FLO 2003	C	76	0	R			0.274	0.3	0.256	6.7	23.9	1.8	0.281	24.1	false
84975	MLB 2026 Live 1B Munetaka Murakami CWS	1B	93	0	L			0.274	0.27	0.277	8.9	31.9	3.4	0.263	17.4	false
81848	MLB 2026 Live C Gabriel Moreno AZ	C	88	0	R			0.274	0.278	0.272	6.9	23.9	1.9	0.285	19.2	false
85066	HOF 1 - Unsung Heroes 2B Bid McPhee CIN 1892	2B	84	0	R			0.274	0.283	0.269	8.0	25.1	1.6	0.285	24.4	false
82052	MLB 2026 Live LF Brandon Marsh PHI	LF	89	0	L			0.274	0.27	0.277	5.0	29.7	2.3	0.310	20.6	false
82720	Hardware Heroes 1B Tim Jordan BRO 1908	1B	83	0	L			0.274	0.284	0.268	7.9	29.9	3.5	0.258	18.9	false
84560	Negro League Star CF Sam Jethroe ClBu 1944	CF	94	0	S			0.274	0.28	0.27	5.7	24.4	2.2	0.281	24.2	false
84644	Future Legend C Carter Jensen KC 2026	C	89	0	L			0.274	0.255	0.286	7.9	27.0	2.8	0.262	22.4	false
84885	Celebrating 42 - Negro League Star C Johnny Hayes NYBY 1947	C	85	0	L			0.274	0.268	0.278	8.8	19.5	1.3	0.279	13.9	false
84539	Negro League Star RF Willard Brown DaEa 1954	RF	88	0	R			0.274	0.28	0.271	3.6	22.7	2.5	0.279	24.8	false
83662	Snapshot CF Rondell White MON 1995	CF	70	5	R			0.274	0.284	0.267	6.1	23.2	1.9	0.279	24.8	false
83722	Snapshot CF Chick Stahl BOS 1902	CF	73	5	L			0.274	0.238	0.299	5.7	17.7	1.6	0.274	21.3	false
82905	Unsung Heroes C Eddie Perez ATL 1998	C	74	5	R			0.274	0.269	0.276	5.8	25.1	1.7	0.300	21.4	false
85670	June Gems - Baseball Reference 3 C Greg Myers TOR 2003	C	77	5	L			0.274	0.25	0.291	6.9	25.9	1.6	0.296	22.7	false
84353	Rookie Sensation RF Wally Moses PHA 1935	RF	66	5	L			0.274	0.258	0.285	5.4	18.7	1.9	0.273	20.9	false
84384	Rookie Sensation RF Eddie Moore PIT 1924	RF	78	5	R			0.274	0.273	0.275	7.6	22.3	1.8	0.280	16.5	false
83669	Snapshot 3B Bill Melton CWS 1973	3B	71	5	R			0.274	0.285	0.266	7.3	20.9	2.5	0.253	23.4	false
82903	Unsung Heroes RF Beauty McGowan SLA 1928	RF	68	5	L			0.274	0.279	0.271	6.3	23.7	1.7	0.288	24.4	false
83783	Rookie Sensation SS Ketel Marte SEA 2015	SS	68	5	S			0.274	0.27	0.277	7.4	20.9	0.3	0.301	25.5	false
83689	Snapshot RF Danny Litwhiler CIN 1948	RF	70	5	R			0.274	0.292	0.261	7.1	23.3	2.8	0.253	24.3	false
85734	T4 Ep. 2 - Unsung Heroes C Sandy Leon BOS 2016	C	72	5	S			0.274	0.312	0.249	6.0	26.5	1.5	0.307	23.7	false
85675	June Gems - Baseball Reference 3 CF Lance Johnson CWS 1993	CF	67	5	L			0.274	0.253	0.288	4.9	13.8	0.0	0.300	21.6	false
82709	Hardware Heroes CF Mike Griffin BRO 1896	CF	72	5	L			0.274	0.271	0.276	7.0	20.6	2.1	0.260	27	false
83528	Veteran Presence 2B Tony Fernandez CLE 1997	2B	65	5	S			0.274	0.316	0.246	3.6	16.5	1.9	0.275	21.9	false
84171	All-Time Legend CF Jose Cruz Jr. TOR Peak	CF	81	5	S			0.274	0.285	0.266	8.0	24.7	2.5	0.255	26.7	false
85168	Dock&#39;s Patients C Chris Cannizzaro SD 1970	C	65	5	R			0.274	0.311	0.25	8.6	21.0	1.0	0.287	18.8	false
83967	Historical All-Star SS Jay Bell PIT 1993	SS	82	5	R			0.274	0.288	0.265	7.5	24.8	1.0	0.302	23.9	false
84146	Unsung Heroes C Michael Barrett MON 2002	C	76	5	R			0.274	0.27	0.278	5.8	21.3	2.1	0.272	23.4	false
82716	Hardware Heroes 1B Mickey Vernon WS1 1953	1B	83	0	L			0.273	0.233	0.3	5.1	23.5	1.3	0.297	26.8	false
86257	T4 Ep. 4 - Historical All-Star DH Mike Sweeney KC 2003	DH	63	0	R			0.273	0.265	0.279	8.8	19.9	2.1	0.262	12.1	true
82916	Unsung Heroes SS Billy Shindle PH4 1890	SS	83	0	R			0.273	0.282	0.266	2.2	18.7	2.2	0.282	21	false
83996	Historical All-Star RF George Selkirk NYY 1936	RF	90	0	L			0.273	0.271	0.275	8.7	26.5	2.6	0.261	21.2	false
85681	Limited Edition/69 SS Jimmy Rollins PHI 2012	SS	69	0	S			0.273	0.246	0.29	6.8	19.2	2.3	0.252	23.4	false
81846	MLB 2026 Live SS Geraldo Perdomo AZ	SS	87	0	S			0.273	0.273	0.272	8.3	21.1	1.8	0.262	22.3	false
83972	Hardware Heroes C Brian McCann ATL 2006	C	84	0	L			0.273	0.253	0.286	5.4	22.3	2.3	0.274	20.9	false
81850	MLB 2026 Live 2B Ketel Marte AZ	2B	82	0	S			0.273	0.276	0.271	5.6	21.9	2.7	0.257	25.8	false
82741	Live Collection Reward - Hardware Heroes SS Herman Long BSN 1900	SS	93	0	L			0.273	0.283	0.266	6.8	19.9	2.6	0.248	23	false
83797	Snapshot LF Mack Jones MON 1969	LF	84	0	L			0.273	0.263	0.279	7.9	29.2	2.5	0.272	26.1	false
82722	Hardware Heroes LF Larry Hisle MIN 1977	LF	83	0	R			0.273	0.273	0.272	6.3	27.0	2.6	0.274	24.9	false
85300	Baseball Reference 2 C Frankie Hayes PHA 1940	C	84	0	R			0.273	0.29	0.262	8.4	29.1	2.3	0.287	17.5	false
81991	MLB 2026 Live LF Ian Happ CHC	LF	79	0	S			0.273	0.273	0.273	7.9	30.8	2.5	0.275	27.7	false
82507	MLB 2026 Live 1B Vladimir Guerrero Jr. TOR	1B	79	0	R			0.273	0.275	0.272	6.9	20.7	1.8	0.275	17.8	false
84605	St. Patrick&#39;s Day Snapshot RF Curry Foley BSN 1880	RF	72	0	L			0.273	0.259	0.282	4.0	18.6	1.7	0.289	17.6	false
84003	Historical All-Star CF Dom DiMaggio BOS 1942	CF	96	0	R			0.273	0.278	0.27	6.4	22.3	2.3	0.263	25.4	false
81721	MLB 2026 Live 1B Rafael Devers SF	1B	79	0	L			0.273	0.27	0.276	6.4	29.6	2.5	0.281	28.4	false
83704	Snapshot RF Sam Crawford DET 1912	RF	73	0	L			0.273	0.283	0.267	4.1	16.7	2.0	0.267	23.8	false
85167	Dock&#39;s Patients 1B Nate Colbert SD 1970	1B	80	0	R			0.273	0.282	0.267	5.9	31.1	3.7	0.276	14.7	false
81877	MLB 2026 Live 1B Alec Burleson STL	1B	77	0	L			0.273	0.27	0.275	5.4	22.4	2.3	0.274	22.4	false
85739	Clubhouse - SwitchKnucklers - Super Utility 2B Mark Bellhorn CHC 2002	2B	64	0	S			0.273	0.29	0.261	8.8	34.7	2.4	0.298	21.2	false
85017	Celebrating 42 - Snapshot C Clyde Sukeforth CIN 1929	C	75	5	L			0.273	0.257	0.283	4.7	16.9	0.3	0.308	19.5	false
85162	Dock&#39;s Patients 3B Ed Spiezio SD 1970	3B	76	5	R			0.273	0.248	0.29	8.4	23.5	2.0	0.267	22.8	false
85391	Played Where? - Unsung Heroes RF Grady Sizemore TB 2015	RF	53	5	L			0.273	0.278	0.27	5.8	21.5	2.2	0.273	21.2	false
83672	Snapshot C Andy Seminick PHI 1946	C	66	5	R			0.273	0.281	0.267	6.1	27.6	2.9	0.276	20.8	false
83513	Snapshot C Dave Rader SF 1973	C	72	5	L			0.273	0.277	0.271	6.7	11.2	1.9	0.243	20.1	false
83631	Snapshot SP Blondie Purcell CN1 1880	CF	70	5	R			0.273	0.272	0.273	3.6	17.8	2.0	0.279	18.7	false
84379	Rookie Sensation 2B Del Pratt SLA 1912	2B	75	5	R			0.273	0.283	0.266	4.5	22.7	2.3	0.277	23.2	false
84524	Negro League Star 3B Oliver Marcell NYLG 1924	3B	87	5	R			0.273	0.276	0.271	7.8	21.8	2.3	0.258	20.2	false
83755	Snapshot 2B Davey Lopes LAD 1977	2B	74	5	R			0.273	0.292	0.26	8.0	21.8	1.9	0.270	18.1	false
83633	Veteran Presence 3B Evan Longoria SF 2021	3B	69	5	R			0.273	0.277	0.271	7.3	24.2	2.4	0.261	26.4	false
83608	Snapshot CF Jim Landis CWS 1958	CF	66	5	R			0.273	0.287	0.263	6.6	23.6	2.2	0.272	21.8	false
84383	Rookie Sensation 1B Monte Irvin NY1 1950	1B	74	5	R			0.273	0.252	0.288	6.5	24.4	2.4	0.269	23.7	false
85708	T4 Ep. 2 - Historical All-Star 2B Tom Herr STL 1985	2B	58	5	S			0.273	0.255	0.284	6.6	18.8	0.7	0.293	22.2	false
84531	Negro League Star 2B Bill Handy BRG 1914	2B	80	5	R			0.273	0.273	0.273	7.6	23.6	3.2	0.231	30.7	false
83937	Historical All-Star CF Johnny Damon BOS 2005	CF	66	5	L			0.273	0.282	0.266	5.8	19.0	1.5	0.281	20.2	false
83801	Rookie Sensation C Willson Contreras CHC 2016	C	69	5	R			0.273	0.27	0.275	5.7	27.9	2.5	0.292	17.5	false
84372	Rookie Sensation 3B Ed Charles KC1 1962	3B	74	5	R			0.273	0.263	0.279	6.5	21.0	2.1	0.267	21.3	false
84514	Negro League Star 2B Walter Cannady NYBY 1937	2B	83	5	R			0.273	0.278	0.27	5.5	20.2	1.8	0.273	24.8	false
86271	T4 Ep. 4 - Historical All-Star CF Devon White TOR 1993	CF	74	0	S			0.272	0.265	0.276	6.0	28.1	1.8	0.295	28	true
83799	Snapshot CF George Van Haltren BLN 1892	CF	92	0	L			0.272	0.253	0.285	6.5	21.3	2.1	0.268	20.9	false
84377	Rookie Sensation SS Tom Tresh NYY 1962	SS	77	0	S			0.272	0.278	0.268	5.9	22.2	2.1	0.278	18	false
82411	MLB 2026 Live 2B Gleyber Torres DET	2B	84	0	R			0.272	0.272	0.271	7.9	24.1	1.9	0.278	16.1	false
83751	Snapshot C Mike Stanley BOS 1996	C	80	0	R			0.272	0.272	0.272	8.2	22.6	2.9	0.247	15.7	false
84000	Historical All-Star 2B Eddie Stanky NY1 1950	2B	94	0	R			0.272	0.291	0.259	9.2	21.6	0.8	0.288	16.7	false
84553	Negro League Star 2B Bonnie Serrell CAG 1941	2B	94	0	L			0.272	0.266	0.276	4.4	21.2	2.0	0.285	20.1	false
85666	June Gems - Baseball Reference 3 RF Tim Salmon CAL 1996	RF	65	0	R			0.272	0.273	0.271	8.7	31.0	3.2	0.266	15.3	false
84511	Negro League Star CF Bullet Rogan NEL 1930	CF	81	0	R			0.272	0.273	0.272	7.1	22.8	1.9	0.273	21.4	false
84661	Opening Day Heroes - Snapshot CF Tuffy Rhodes CHC 1994	CF	81	0	L			0.272	0.274	0.27	7.0	26.9	2.8	0.264	21.7	false
83975	Historical All-Star 3B Tony Perez CIN 1969	3B	82	0	R			0.272	0.264	0.277	5.0	26.6	2.9	0.276	20.7	false
82309	MLB 2026 Live SS Zach Neto LAA	SS	73	0	R			0.272	0.275	0.27	6.3	30.7	2.8	0.278	28.1	false
82273	MLB 2026 Live C Shea Langeliers ATH	C	78	0	R			0.272	0.275	0.27	5.5	26.0	3.1	0.265	22.2	false
83774	Snapshot 2B Jimmy Johnston BRO 1923	2B	80	0	R			0.272	0.288	0.261	4.9	12.5	0.2	0.294	18	false
83820	Snapshot RF Roy Johnson BOS 1933	RF	92	0	L			0.272	0.258	0.282	6.6	23.1	2.2	0.269	23.5	false
86254	All-Star Week - Historical All-Star C Gabby Hartnett CHC 1936	C	66	0	R			0.272	0.29	0.26	4.7	25.3	2.6	0.284	18.3	true
85921	July Jewels - Baseball Reference 4 C Johnny Gooch PIT 1922	C	81	0	S			0.272	0.26	0.281	8.1	14.2	0.0	0.283	21.4	false
83740	Snapshot 1B Jake Daubert BRO 1916	1B	86	0	L			0.272	0.23	0.301	4.9	21.8	1.3	0.307	15.7	false
86131	Clubhouse - Baseball Reference 5 C Jason Castro HOU 2013	C	68	0	L			0.272	0.26	0.28	7.0	32.8	2.4	0.302	21.5	true
83750	Super Utility 3B Jerry Browne FLO 1994	3B	77	0	S			0.272	0.283	0.264	8.0	13.5	0.3	0.278	18.4	false
83754	Snapshot 3B Steve Braun MIN 1973	3B	81	0	L			0.272	0.258	0.281	8.4	23.9	1.6	0.263	32.3	false
84583	Veteran Presence SS Luke Appling CWS 1947	SS	83	0	R			0.272	0.286	0.263	7.3	22.3	1.4	0.282	22.3	false
83587	Snapshot SS U L Washington KC 1982	SS	64	5	S			0.272	0.298	0.254	5.6	18.7	2.1	0.265	19.2	false
